layer,head,object_adj_to_noun,object_det_to_noun,object_to_verb,subject_adj_to_noun,subject_det_to_noun,subject_to_verb,adjacent_mean,distant_mean,max_relation,second_relation,selectivity,adjacency_bias
0,0,0.1810344827586207,0.098984771573604,0.0148837209302325,0.2662337662337662,0.2352941176470588,0.2473604826546003,0.19538678455326242,0.1311221017924164,0.2662337662337662,0.2473604826546003,0.0188732835791659,0.06426468276084601
0,1,0.0043103448275862,0.0,0.1916279069767441,0.0129870129870129,0.0088235294117647,0.0158371040723981,0.0065302218065909495,0.1037325055245711,0.1916279069767441,0.0158371040723981,0.17579080290434598,-0.09720228371798015
0,2,0.3275862068965517,0.0482233502538071,0.015813953488372,0.5909090909090909,0.0588235294117647,0.1493212669683258,0.2563855443678036,0.0825676102283489,0.5909090909090909,0.3275862068965517,0.2633228840125392,0.17381793413945468
0,3,0.2284482758620689,0.0558375634517766,0.2530232558139534,0.2922077922077922,0.2529411764705882,0.1975867269984917,0.20735870199805648,0.22530499140622257,0.2922077922077922,0.2530232558139534,0.03918453639383879,-0.01794628940816609
0,4,0.0086206896551724,0.0,0.0362790697674418,0.0,0.0294117647058823,0.0082956259426847,0.009508113590263675,0.022287347855063252,0.0362790697674418,0.0294117647058823,0.006867305061559501,-0.012779234264799577
0,5,0.0043103448275862,0.0,0.1525581395348837,0.0129870129870129,0.0058823529411764,0.0165912518853695,0.005794927688943875,0.0845746957101266,0.1525581395348837,0.0165912518853695,0.1359668876495142,-0.07877976802118272
0,6,0.0043103448275862,0.0,0.3534883720930232,0.0064935064935064,0.0088235294117647,0.0173453996983408,0.004906845183214326,0.185416885895682,0.3534883720930232,0.0173453996983408,0.3361429723946824,-0.18051004071246768
0,7,0.0086206896551724,0.0,0.4706976744186046,0.0064935064935064,0.0029411764705882,0.0113122171945701,0.00451384315481675,0.24100494580658735,0.4706976744186046,0.0113122171945701,0.4593854572240345,-0.2364911026517706
0,8,0.0387931034482758,0.0025380710659898,0.0316279069767441,0.0779220779220779,0.0088235294117647,0.0324283559577677,0.03201919546202705,0.0320281314672559,0.0779220779220779,0.0387931034482758,0.039128974473802106,-8.936005228853128e-06
0,9,0.0,0.0050761421319796,0.0093023255813953,0.0064935064935064,0.0029411764705882,0.0158371040723981,0.00362770627401855,0.0125697148268967,0.0158371040723981,0.0093023255813953,0.006534778491002799,-0.008942008552878149
0,10,0.168103448275862,0.0482233502538071,0.0976744186046511,0.3506493506493506,0.1441176470588235,0.0791855203619909,0.1777734490594608,0.088429969483321,0.3506493506493506,0.168103448275862,0.1825459023734886,0.08934347957613979
0,11,0.0,0.0,0.3237209302325581,0.0,0.0,0.0052790346907993,0.0,0.1644999824616787,0.3237209302325581,0.0052790346907993,0.3184418955417588,-0.1644999824616787
0,12,0.0043103448275862,0.0,0.4446511627906976,0.0064935064935064,0.0,0.006787330316742,0.00270096283027315,0.2257192465537198,0.4446511627906976,0.006787330316742,0.4378638324739556,-0.22301828372344665
0,13,0.0,0.0050761421319796,0.1544186046511627,0.0,0.0029411764705882,0.0218702865761689,0.00200432965064195,0.0881444456136658,0.1544186046511627,0.0218702865761689,0.1325483180749938,-0.08614011596302384
0,14,0.0258620689655172,0.0076142131979695,0.0372093023255813,0.0974025974025974,0.0235294117647058,0.0226244343891402,0.038602072832697475,0.02991686835736075,0.0974025974025974,0.0372093023255813,0.060193295077016096,0.008685204475336723
0,15,0.0905172413793103,0.0253807106598984,0.1804651162790697,0.2012987012987013,0.1588235294117647,0.1289592760180995,0.11900504568741868,0.1547121961485846,0.2012987012987013,0.1804651162790697,0.020833585019631617,-0.03570715046116593
0,16,0.0086206896551724,0.0050761421319796,0.3395348837209302,0.0324675324675324,0.0705882352941176,0.0806938159879336,0.0291881498872005,0.2101143498544319,0.3395348837209302,0.0806938159879336,0.25884106773299664,-0.1809261999672314
0,17,0.0043103448275862,0.0050761421319796,0.0251162790697674,0.0259740259740259,0.0058823529411764,0.0324283559577677,0.010310716468692025,0.028772317513767548,0.0324283559577677,0.0259740259740259,0.006454329983741798,-0.01846160104507552
0,18,0.0732758620689655,0.0101522842639593,0.0613953488372093,0.1038961038961039,0.0176470588235294,0.2594268476621418,0.05124282726313953,0.16041109824967556,0.2594268476621418,0.1038961038961039,0.1555307437660379,-0.10916827098653603
0,19,0.3879310344827586,0.33248730964467,0.0725581395348837,0.3376623376623376,0.4529411764705882,0.1184012066365007,0.3777554645650886,0.09547967308569219,0.4529411764705882,0.3879310344827586,0.06501014198782956,0.2822757914793964
0,20,0.0991379310344827,0.0050761421319796,0.0651162790697674,0.1883116883116883,0.0205882352941176,0.059577677224736,0.07827849919306704,0.0623469781472517,0.1883116883116883,0.0991379310344827,0.08917375727720558,0.015931521045815335
0,21,0.6120689655172413,0.4390862944162436,0.2260465116279069,0.6818181818181818,0.5617647058823529,0.2669683257918552,0.5736845369085048,0.24650741870988105,0.6818181818181818,0.6120689655172413,0.06974921630094044,0.32717711819862383
0,22,0.0043103448275862,0.0025380710659898,0.0111627906976744,0.0129870129870129,0.0,0.004524886877828,0.004958857220147225,0.0078438387877512,0.0129870129870129,0.0111627906976744,0.0018242222893384997,-0.002884981567603975
0,23,0.0086206896551724,0.0,0.4846511627906977,0.0129870129870129,0.0029411764705882,0.0113122171945701,0.0061372197781933745,0.2479816899926339,0.4846511627906977,0.0129870129870129,0.4716641498036848,-0.24184447021444053
0,24,0.0086206896551724,0.0,0.4651162790697674,0.0064935064935064,0.0029411764705882,0.0105580693815987,0.00451384315481675,0.23783717422568304,0.4651162790697674,0.0105580693815987,0.4545582096881687,-0.23332333107086628
0,25,0.0,0.0,0.0716279069767441,0.0,0.0,0.0052790346907993,0.0,0.038453470833771694,0.0716279069767441,0.0052790346907993,0.0663488722859448,-0.038453470833771694
0,26,0.0086206896551724,0.0,0.4790697674418605,0.0064935064935064,0.0058823529411764,0.0128205128205128,0.0052491372724638,0.24594514013118662,0.4790697674418605,0.0128205128205128,0.4662492546213477,-0.24069600285872284
0,27,0.0,0.0,0.0762790697674418,0.0,0.0029411764705882,0.0037707390648567,0.00073529411764705,0.04002490441614925,0.0762790697674418,0.0037707390648567,0.0725083307025851,-0.0392896102985022
1,0,0.0,0.0025380710659898,0.147906976744186,0.0454545454545454,0.1911764705882352,0.0995475113122171,0.059792271777192596,0.12372724402820154,0.1911764705882352,0.147906976744186,0.04326949384404921,-0.06393497225100894
1,1,0.1034482758620689,0.0913705583756345,0.0790697674418604,0.0454545454545454,0.1058823529411764,0.0301659125188536,0.08653893315835631,0.054617839980357,0.1058823529411764,0.1034482758620689,0.002434077079107505,0.031921093177999314
1,2,0.043103448275862,0.098984771573604,0.0697674418604651,0.2597402597402597,0.2676470588235294,0.1342383107088989,0.16736888460331378,0.102002876284682,0.2676470588235294,0.2597402597402597,0.007906799083269689,0.06536600831863178
1,3,0.0086206896551724,0.0025380710659898,0.4613953488372093,0.1038961038961039,0.2205882352941176,0.1199095022624434,0.08391077497784594,0.29065242554982634,0.4613953488372093,0.2205882352941176,0.24080711354309167,-0.2067416505719804
