relation,layer,head,accuracy_select,n_correct_select,n_total_select,accuracy_test,n_correct_test,n_total_test,accuracy_dev,n_correct_dev,n_total_dev
subject_to_verb,2,2,0.0044826298094882335,24,5354,0.006033182503770739,8,1326,0.0051094890510948905,7,1370
subject_to_verb,2,3,0.002614867388868136,14,5354,0.003770739064856712,5,1326,0.0036496350364963502,5,1370
subject_to_verb,2,4,0.0014942099364960778,8,5354,0.0,0,1326,0.00291970802919708,4,1370
subject_to_verb,2,5,0.008778483376914456,47,5354,0.012066365007541479,16,1326,0.0072992700729927005,10,1370
subject_to_verb,2,6,0.21180425849831902,1134,5354,0.20512820512820512,272,1326,0.2167883211678832,297,1370
subject_to_verb,2,7,0.04109077325364214,220,5354,0.03996983408748114,53,1326,0.04817518248175182,66,1370
subject_to_verb,2,8,0.0033619723571161747,18,5354,0.0022624434389140274,3,1326,0.00291970802919708,4,1370
subject_to_verb,2,9,0.007284273440418379,39,5354,0.006787330316742082,9,1326,0.008759124087591242,12,1370
subject_to_verb,2,10,0.01961150541651102,105,5354,0.02262443438914027,30,1326,0.020437956204379562,28,1370
subject_to_verb,2,11,0.018117295480014943,97,5354,0.024886877828054297,33,1326,0.027737226277372264,38,1370
subject_to_verb,2,12,0.007844602166604408,42,5354,0.00980392156862745,13,1326,0.0072992700729927005,10,1370
subject_to_verb,2,13,0.010646245797534554,57,5354,0.016591251885369532,22,1326,0.010948905109489052,15,1370
subject_to_verb,2,14,0.007097497198356369,38,5354,0.007541478129713424,10,1326,0.0072992700729927005,10,1370
subject_to_verb,2,15,0.030818079940231603,165,5354,0.02790346907993967,37,1326,0.027007299270072994,37,1370
subject_to_verb,2,16,0.1426970489353754,764,5354,0.13574660633484162,180,1326,0.13065693430656936,179,1370
subject_to_verb,2,17,0.01905117669032499,102,5354,0.023378582202111614,31,1326,0.021897810218978103,30,1370
subject_to_verb,2,18,0.009712364587224505,52,5354,0.006033182503770739,8,1326,0.008759124087591242,12,1370
subject_to_verb,2,19,0.026895778856929398,144,5354,0.021870286576168928,29,1326,0.026277372262773723,36,1370
subject_to_verb,2,20,0.041837878221890175,224,5354,0.038461538461538464,51,1326,0.035036496350364967,48,1370
subject_to_verb,2,21,0.028576765035487485,153,5354,0.021116138763197588,28,1326,0.031386861313868614,43,1370
subject_to_verb,2,22,0.016249533059394843,87,5354,0.015082956259426848,20,1326,0.014598540145985401,20,1370
subject_to_verb,2,23,0.08311542771759432,445,5354,0.08521870286576169,113,1326,0.09854014598540146,135,1370
subject_to_verb,2,24,0.21292491595069107,1140,5354,0.2028657616892911,269,1326,0.20437956204379562,280,1370
subject_to_verb,2,25,0.09450877848337691,506,5354,0.08974358974358974,119,1326,0.10583941605839416,145,1370
subject_to_verb,2,26,0.461524094135226,2471,5354,0.44720965309200605,593,1326,0.48394160583941603,663,1370
subject_to_verb,2,27,0.14998132237579379,803,5354,0.15309200603318251,203,1326,0.17518248175182483,240,1370
subject_to_verb,3,0,0.009338812103100485,50,5354,0.005279034690799397,7,1326,0.014598540145985401,20,1370
subject_to_verb,3,1,0.016249533059394843,87,5354,0.024132730015082957,32,1326,0.016788321167883213,23,1370
subject_to_verb,3,2,0.0033619723571161747,18,5354,0.006787330316742082,9,1326,0.0036496350364963502,5,1370
subject_to_verb,3,3,0.11374673141576391,609,5354,0.1138763197586727,151,1326,0.1145985401459854,157,1370
subject_to_verb,3,4,0.042024654463952184,225,5354,0.033182503770739065,44,1326,0.05328467153284672,73,1370
subject_to_verb,3,5,0.0046694060515502425,25,5354,0.006787330316742082,9,1326,0.008029197080291971,11,1370
subject_to_verb,3,6,0.08722450504295853,467,5354,0.11312217194570136,150,1326,0.09562043795620438,131,1370
subject_to_verb,3,7,0.096002988419873,514,5354,0.09879336349924585,131,1326,0.11240875912408758,154,1370
subject_to_verb,3,8,0.0033619723571161747,18,5354,0.0007541478129713424,1,1326,0.0051094890510948905,7,1370
subject_to_verb,3,9,0.011766903249906611,63,5354,0.00904977375565611,12,1326,0.010948905109489052,15,1370
subject_to_verb,3,10,0.008218154650728428,44,5354,0.00904977375565611,12,1326,0.0072992700729927005,10,1370
subject_to_verb,3,11,0.0029884198729921555,16,5354,0.0030165912518853697,4,1326,0.0036496350364963502,5,1370
subject_to_verb,3,12,0.009338812103100485,50,5354,0.01282051282051282,17,1326,0.008759124087591242,12,1370
subject_to_verb,3,13,0.009152035861038476,49,5354,0.00980392156862745,13,1326,0.008759124087591242,12,1370
subject_to_verb,3,14,0.03679491968621591,197,5354,0.03770739064856712,50,1326,0.03576642335766423,49,1370
subject_to_verb,3,15,0.2558834516249533,1370,5354,0.23906485671191555,317,1326,0.25328467153284673,347,1370
subject_to_verb,3,16,0.03287261860291371,176,5354,0.038461538461538464,51,1326,0.03795620437956204,52,1370
subject_to_verb,3,17,0.18192005976839745,974,5354,0.15912518853695323,211,1326,0.17445255474452553,239,1370
subject_to_verb,3,18,0.015875980575270825,85,5354,0.015082956259426848,20,1326,0.017518248175182483,24,1370
subject_to_verb,3,19,0.024280911468061262,130,5354,0.023378582202111614,31,1326,0.026277372262773723,36,1370
subject_to_verb,3,20,0.2022786701531565,1083,5354,0.18627450980392157,247,1326,0.18248175182481752,250,1370
subject_to_verb,3,21,0.5046694060515502,2702,5354,0.48642533936651583,645,1326,0.5109489051094891,700,1370
subject_to_verb,3,22,0.4519985057900635,2420,5354,0.47285067873303166,627,1326,0.46058394160583943,631,1370
subject_to_verb,3,23,0.06200971236458722,332,5354,0.07164404223227752,95,1326,0.05474452554744526,75,1370
subject_to_verb,3,24,0.057713858797161004,309,5354,0.06334841628959276,84,1326,0.07664233576642336,105,1370
subject_to_verb,3,25,0.10926410160627568,585,5354,0.11463046757164404,152,1326,0.12773722627737227,175,1370
subject_to_verb,3,26,0.12607396339185656,675,5354,0.1282051282051282,170,1326,0.13503649635036497,185,1370
subject_to_verb,3,27,0.23365707881957415,1251,5354,0.2149321266968326,285,1326,0.2569343065693431,352,1370
subject_to_verb,4,0,0.024841240194247292,133,5354,0.024886877828054297,33,1326,0.027737226277372264,38,1370
subject_to_verb,4,1,0.02670900261486739,143,5354,0.023378582202111614,31,1326,0.022627737226277374,31,1370
subject_to_verb,4,2,0.2831527829660067,1516,5354,0.2571644042232277,341,1326,0.28102189781021897,385,1370
subject_to_verb,4,3,0.012327231976092642,66,5354,0.01282051282051282,17,1326,0.012408759124087591,17,1370
subject_to_verb,4,4,0.041837878221890175,224,5354,0.03695324283559578,49,1326,0.04598540145985401,63,1370
subject_to_verb,4,5,0.027829660067239446,149,5354,0.027149321266968326,36,1326,0.021897810218978103,30,1370
subject_to_verb,4,6,0.019237952932387,103,5354,0.021870286576168928,29,1326,0.01824817518248175,25,1370
subject_to_verb,4,7,0.015128875607022786,81,5354,0.012066365007541479,16,1326,0.013868613138686132,19,1370
subject_to_verb,4,8,0.018864400448262982,101,5354,0.020361990950226245,27,1326,0.015328467153284672,21,1370
subject_to_verb,4,9,0.023907358983937244,128,5354,0.03092006033182504,41,1326,0.02335766423357664,32,1370
subject_to_verb,4,10,0.011580127007844603,62,5354,0.013574660633484163,18,1326,0.010218978102189781,14,1370
subject_to_verb,4,11,0.023160254015689205,124,5354,0.02865761689291101,38,1326,0.022627737226277374,31,1370
subject_to_verb,4,12,0.03361972357116175,180,5354,0.03770739064856712,50,1326,0.032846715328467155,45,1370
subject_to_verb,4,13,0.015315651849084797,82,5354,0.01583710407239819,21,1326,0.012408759124087591,17,1370
subject_to_verb,4,14,0.02670900261486739,143,5354,0.026395173453996983,35,1326,0.032846715328467155,45,1370
subject_to_verb,4,15,0.03791557713858797,203,5354,0.033182503770739065,44,1326,0.041605839416058395,57,1370
subject_to_verb,4,16,0.016436309301456856,88,5354,0.01583710407239819,21,1326,0.016788321167883213,23,1370
subject_to_verb,4,17,0.033806499813223756,181,5354,0.03167420814479638,42,1326,0.035036496350364967,48,1370
subject_to_verb,4,18,0.06854688083675757,367,5354,0.07239819004524888,96,1326,0.07956204379562044,109,1370
subject_to_verb,4,19,0.08367575644378035,448,5354,0.07315233785822021,97,1326,0.07591240875912408,104,1370
subject_to_verb,4,20,0.0326858423608517,175,5354,0.04072398190045249,54,1326,0.04452554744525548,61,1370
subject_to_verb,4,21,0.028950317519611506,155,5354,0.042232277526395176,56,1326,0.029927007299270073,41,1370
subject_to_verb,4,22,0.018304071722076952,98,5354,0.020361990950226245,27,1326,0.017518248175182483,24,1370
subject_to_verb,4,23,0.008404930892790437,45,5354,0.012066365007541479,16,1326,0.010948905109489052,15,1370
subject_to_verb,4,24,0.3940978707508405,2110,5354,0.37858220211161386,502,1326,0.40145985401459855,550,1370
subject_to_verb,4,25,0.27381397086290626,1466,5354,0.26244343891402716,348,1326,0.3051094890510949,418,1370
subject_to_verb,4,26,0.020918939110945087,112,5354,0.026395173453996983,35,1326,0.01897810218978102,26,1370
subject_to_verb,4,27,0.013447889428464699,72,5354,0.01583710407239819,21,1326,0.017518248175182483,24,1370
subject_to_verb,5,0,0.036421367202091895,195,5354,0.030165912518853696,40,1326,0.029927007299270073,41,1370
subject_to_verb,5,1,0.01326111318640269,71,5354,0.011312217194570135,15,1326,0.010218978102189781,14,1370
subject_to_verb,5,2,0.03791557713858797,203,5354,0.03770739064856712,50,1326,0.043065693430656936,59,1370
subject_to_verb,5,3,0.0672394471423235,360,5354,0.06862745098039216,91,1326,0.06861313868613139,94,1370
subject_to_verb,5,4,0.017556966753828913,94,5354,0.01583710407239819,21,1326,0.013868613138686132,19,1370
subject_to_verb,5,5,0.024094135225999253,129,5354,0.01885369532428356,25,1326,0.021167883211678833,29,1370
subject_to_verb,5,6,0.010085917071348524,54,5354,0.006787330316742082,9,1326,0.00948905109489051,13,1370
subject_to_verb,5,7,0.029137093761673515,156,5354,0.021870286576168928,29,1326,0.025547445255474453,35,1370
subject_to_verb,5,8,0.03903623459096003,209,5354,0.04675716440422323,62,1326,0.03722627737226277,51,1370
subject_to_verb,5,9,0.02633545013074337,141,5354,0.024886877828054297,33,1326,0.02408759124087591,33,1370
subject_to_verb,5,10,0.055285767650354874,296,5354,0.05203619909502263,69,1326,0.051094890510948905,70,1370
subject_to_verb,5,11,0.1942472917444901,1040,5354,0.19155354449472098,254,1326,0.18467153284671534,253,1370
subject_to_verb,5,12,0.0635039223010833,340,5354,0.06485671191553545,86,1326,0.06277372262773723,86,1370
subject_to_verb,5,13,0.0711617482256257,381,5354,0.07164404223227752,95,1326,0.07153284671532846,98,1370
subject_to_verb,5,14,0.04221143070601419,226,5354,0.042986425339366516,57,1326,0.03795620437956204,52,1370
subject_to_verb,5,15,0.15334329473290997,821,5354,0.14705882352941177,195,1326,0.16277372262773723,223,1370
subject_to_verb,5,16,0.05584609637654091,299,5354,0.06485671191553545,86,1326,0.05693430656934306,78,1370
subject_to_verb,5,17,0.1963018304071722,1051,5354,0.20889894419306185,277,1326,0.2029197080291971,278,1370
subject_to_verb,5,18,0.44060515502428094,2359,5354,0.4291101055806938,569,1326,0.4656934306569343,638,1370
subject_to_verb,5,19,0.34889802017183413,1868,5354,0.3476621417797888,461,1326,0.36715328467153285,503,1370
subject_to_verb,5,20,0.04594695554725439,246,5354,0.04751131221719457,63,1326,0.040875912408759124,56,1370
subject_to_verb,5,21,0.056406425102726934,302,5354,0.05128205128205128,68,1326,0.05693430656934306,78,1370
subject_to_verb,5,22,0.044265969368696305,237,5354,0.04524886877828054,60,1326,0.03941605839416058,54,1370
subject_to_verb,5,23,0.08442286141202839,452,5354,0.08823529411764706,117,1326,0.08686131386861314,119,1370
subject_to_verb,5,24,0.06257004109077326,335,5354,0.05731523378582202,76,1326,0.05547445255474453,76,1370
subject_to_verb,5,25,0.04090399701158013,219,5354,0.05128205128205128,68,1326,0.051824817518248176,71,1370
subject_to_verb,5,26,0.08685095255883452,465,5354,0.09049773755656108,120,1326,0.0854014598540146,117,1370
subject_to_verb,5,27,0.04893537542024654,262,5354,0.05203619909502263,69,1326,0.052554744525547446,72,1370
subject_to_verb,6,0,0.03959656331714606,212,5354,0.042986425339366516,57,1326,0.043795620437956206,60,1370
subject_to_verb,6,1,0.04594695554725439,246,5354,0.05052790346907994,67,1326,0.04890510948905109,67,1370
subject_to_verb,6,2,0.04015689204333209,215,5354,0.042232277526395176,56,1326,0.041605839416058395,57,1370
subject_to_verb,6,3,0.01905117669032499,102,5354,0.021116138763197588,28,1326,0.026277372262773723,36,1370
subject_to_verb,6,4,0.04893537542024654,262,5354,0.05505279034690799,73,1326,0.052554744525547446,72,1370
subject_to_verb,6,5,0.22245050429585356,1191,5354,0.21644042232277527,287,1326,0.24087591240875914,330,1370
subject_to_verb,6,6,0.009712364587224505,52,5354,0.012066365007541479,16,1326,0.010218978102189781,14,1370
subject_to_verb,6,7,0.21834142697048936,1169,5354,0.22021116138763197,292,1326,0.21824817518248174,299,1370
subject_to_verb,6,8,0.024094135225999253,129,5354,0.023378582202111614,31,1326,0.02335766423357664,32,1370
subject_to_verb,6,9,0.12364587224505043,662,5354,0.10407239819004525,138,1326,0.1416058394160584,194,1370
subject_to_verb,6,10,0.0423982069480762,227,5354,0.042986425339366516,57,1326,0.04744525547445255,65,1370
subject_to_verb,6,11,0.01998505790063504,107,5354,0.016591251885369532,22,1326,0.01897810218978102,26,1370
subject_to_verb,6,12,0.02129249159506911,114,5354,0.020361990950226245,27,1326,0.01970802919708029,27,1370
subject_to_verb,6,13,0.03305939484497572,177,5354,0.033182503770739065,44,1326,0.043065693430656936,59,1370
subject_to_verb,6,14,0.042771759432200226,229,5354,0.02790346907993967,37,1326,0.04890510948905109,67,1370
subject_to_verb,6,15,0.06088905491221517,326,5354,0.06334841628959276,84,1326,0.06204379562043796,85,1370
subject_to_verb,6,16,0.17258124766529698,924,5354,0.16440422322775264,218,1326,0.1686131386861314,231,1370
subject_to_verb,6,17,0.02054538662682107,110,5354,0.01282051282051282,17,1326,0.016788321167883213,23,1370
subject_to_verb,6,18,0.055285767650354874,296,5354,0.049773755656108594,66,1326,0.05620437956204379,77,1370
subject_to_verb,6,19,0.0595816212177811,319,5354,0.05052790346907994,67,1326,0.0708029197080292,97,1370
subject_to_verb,6,20,0.030631303698169594,164,5354,0.027149321266968326,36,1326,0.032116788321167884,44,1370
subject_to_verb,6,21,0.0827418752334703,443,5354,0.07993966817496229,106,1326,0.09197080291970802,126,1370
subject_to_verb,6,22,0.2459843107956668,1317,5354,0.23076923076923078,306,1326,0.25328467153284673,347,1370
subject_to_verb,6,23,0.1133731789316399,607,5354,0.11990950226244344,159,1326,0.1364963503649635,187,1370
subject_to_verb,6,24,0.04781471796787449,256,5354,0.043740573152337855,58,1326,0.05620437956204379,77,1370
subject_to_verb,6,25,0.048188270451998506,258,5354,0.04072398190045249,54,1326,0.051094890510948905,70,1370
subject_to_verb,6,26,0.048561822936122524,260,5354,0.05279034690799397,70,1326,0.05401459854014599,74,1370
subject_to_verb,6,27,0.05341800522973478,286,5354,0.05429864253393665,72,1326,0.06423357664233577,88,1370
subject_to_verb,7,0,0.05677997758685095,304,5354,0.06033182503770739,80,1326,0.06350364963503649,87,1370
subject_to_verb,7,1,0.03324617108703773,178,5354,0.01885369532428356,25,1326,0.031386861313868614,43,1370
subject_to_verb,7,2,0.1843481509152036,987,5354,0.17194570135746606,228,1326,0.1978102189781022,271,1370
subject_to_verb,7,3,0.04109077325364214,220,5354,0.0444947209653092,59,1326,0.042335766423357665,58,1370
subject_to_verb,7,4,0.05117669032499066,274,5354,0.05731523378582202,76,1326,0.051824817518248176,71,1370
subject_to_verb,7,5,0.26671647366454987,1428,5354,0.2458521870286576,326,1326,0.2751824817518248,377,1370
subject_to_verb,7,6,0.4983190138214419,2668,5354,0.475867269984917,631,1326,0.4985401459854015,683,1370
subject_to_verb,7,7,0.07153530070974971,383,5354,0.07315233785822021,97,1326,0.07664233576642336,105,1370
subject_to_verb,7,8,0.055098991408292865,295,5354,0.05505279034690799,73,1326,0.06277372262773723,86,1370
subject_to_verb,7,9,0.06331714605902129,339,5354,0.053544494720965306,71,1326,0.07007299270072993,96,1370
subject_to_verb,7,10,0.007097497198356369,38,5354,0.003770739064856712,5,1326,0.006569343065693431,9,1370
subject_to_verb,7,11,0.07284273440418379,390,5354,0.08069381598793364,107,1326,0.07226277372262774,99,1370
subject_to_verb,7,12,0.38139708629062385,2042,5354,0.3665158371040724,486,1326,0.3795620437956204,520,1370
subject_to_verb,7,13,0.13970862906238327,748,5354,0.11840120663650075,157,1326,0.14744525547445256,202,1370
subject_to_verb,7,14,0.02726933134105342,146,5354,0.024886877828054297,33,1326,0.025547445255474453,35,1370
subject_to_verb,7,15,0.0326858423608517,175,5354,0.026395173453996983,35,1326,0.032846715328467155,45,1370
subject_to_verb,7,16,0.32405677997758686,1735,5354,0.2986425339366516,396,1326,0.3284671532846715,450,1370
subject_to_verb,7,17,0.016436309301456856,88,5354,0.012066365007541479,16,1326,0.017518248175182483,24,1370
subject_to_verb,7,18,0.053978333955920804,289,5354,0.0392156862745098,52,1326,0.060583941605839416,83,1370
subject_to_verb,7,19,0.01251400821815465,67,5354,0.00904977375565611,12,1326,0.015328467153284672,21,1370
subject_to_verb,7,20,0.05061636159880463,271,5354,0.04751131221719457,63,1326,0.05401459854014599,74,1370
subject_to_verb,7,21,0.14475158759805754,775,5354,0.12066365007541478,160,1326,0.14890510948905109,204,1370
subject_to_verb,7,22,0.05659320134478894,303,5354,0.05429864253393665,72,1326,0.06788321167883211,93,1370
subject_to_verb,7,23,0.016623085543518865,89,5354,0.012066365007541479,16,1326,0.016788321167883213,23,1370
subject_to_verb,7,24,0.017370190511766904,93,5354,0.017345399698340876,23,1326,0.013868613138686132,19,1370
subject_to_verb,7,25,0.02577512140455734,138,5354,0.027149321266968326,36,1326,0.034306569343065696,47,1370
subject_to_verb,7,26,0.02670900261486739,143,5354,0.026395173453996983,35,1326,0.026277372262773723,36,1370
subject_to_verb,7,27,0.05267090026148674,282,5354,0.04675716440422323,62,1326,0.059124087591240874,81,1370
subject_to_verb,8,0,0.023907358983937244,128,5354,0.01809954751131222,24,1326,0.027737226277372264,38,1370
subject_to_verb,8,1,0.023907358983937244,128,5354,0.017345399698340876,23,1326,0.01897810218978102,26,1370
subject_to_verb,8,2,0.01905117669032499,102,5354,0.013574660633484163,18,1326,0.020437956204379562,28,1370
subject_to_verb,8,3,0.016249533059394843,87,5354,0.011312217194570135,15,1326,0.01824817518248175,25,1370
subject_to_verb,8,4,0.017556966753828913,94,5354,0.00980392156862745,13,1326,0.016788321167883213,23,1370
subject_to_verb,8,5,0.03828912962271199,205,5354,0.03544494720965309,47,1326,0.034306569343065696,47,1370
subject_to_verb,8,6,0.10310048561822936,552,5354,0.0942684766214178,125,1326,0.11167883211678832,153,1370
subject_to_verb,8,7,0.021479267837131118,115,5354,0.015082956259426848,20,1326,0.02335766423357664,32,1370
subject_to_verb,8,8,0.02596189764661935,139,5354,0.027149321266968326,36,1326,0.03722627737226277,51,1370
subject_to_verb,8,9,0.022413149047441166,120,5354,0.0196078431372549,26,1326,0.021897810218978103,30,1370
subject_to_verb,8,10,0.03716847217033993,199,5354,0.04072398190045249,54,1326,0.04452554744525548,61,1370
subject_to_verb,8,11,0.042958535674262235,230,5354,0.05052790346907994,67,1326,0.04817518248175182,66,1370
subject_to_verb,8,12,0.08218154650728428,440,5354,0.07013574660633484,93,1326,0.09562043795620438,131,1370
subject_to_verb,8,13,0.04557340306313037,244,5354,0.0444947209653092,59,1326,0.051094890510948905,70,1370
subject_to_verb,8,14,0.061636159880463205,330,5354,0.06033182503770739,80,1326,0.07737226277372262,106,1370
subject_to_verb,8,15,0.13205080313784087,707,5354,0.11764705882352941,156,1326,0.14452554744525548,198,1370
subject_to_verb,8,16,0.07321628688830781,392,5354,0.07013574660633484,93,1326,0.08175182481751825,112,1370
subject_to_verb,8,17,0.01905117669032499,102,5354,0.015082956259426848,20,1326,0.021897810218978103,30,1370
subject_to_verb,8,18,0.027456107583115428,147,5354,0.03092006033182504,41,1326,0.032846715328467155,45,1370
subject_to_verb,8,19,0.036608143444153904,196,5354,0.03695324283559578,49,1326,0.041605839416058395,57,1370
subject_to_verb,8,20,0.01905117669032499,102,5354,0.01885369532428356,25,1326,0.027737226277372264,38,1370
subject_to_verb,8,21,0.021105715353007096,113,5354,0.0196078431372549,26,1326,0.021167883211678833,29,1370
subject_to_verb,8,22,0.016436309301456856,88,5354,0.01282051282051282,17,1326,0.01970802919708029,27,1370
subject_to_verb,8,23,0.015875980575270825,85,5354,0.013574660633484163,18,1326,0.01897810218978102,26,1370
subject_to_verb,8,24,0.022226372805379157,119,5354,0.020361990950226245,27,1326,0.02335766423357664,32,1370
subject_to_verb,8,25,0.014755323122898767,79,5354,0.011312217194570135,15,1326,0.013138686131386862,18,1370
subject_to_verb,8,26,0.014568546880836758,78,5354,0.011312217194570135,15,1326,0.015328467153284672,21,1370
subject_to_verb,8,27,0.018304071722076952,98,5354,0.011312217194570135,15,1326,0.021167883211678833,29,1370
subject_to_verb,9,0,0.13989540530444527,749,5354,0.12669683257918551,168,1326,0.1364963503649635,187,1370
subject_to_verb,9,1,0.045760179305192376,245,5354,0.042986425339366516,57,1326,0.04525547445255475,62,1370
subject_to_verb,9,2,0.023720582741875232,127,5354,0.020361990950226245,27,1326,0.024817518248175182,34,1370
subject_to_verb,9,3,0.022413149047441166,120,5354,0.0196078431372549,26,1326,0.022627737226277374,31,1370
subject_to_verb,9,4,0.01961150541651102,105,5354,0.01809954751131222,24,1326,0.02335766423357664,32,1370
subject_to_verb,9,5,0.09787075084049308,524,5354,0.09049773755656108,120,1326,0.10948905109489052,150,1370
subject_to_verb,9,6,0.09675009338812103,518,5354,0.09200603318250378,122,1326,0.10145985401459855,139,1370
subject_to_verb,9,7,0.038475905864774,206,5354,0.027149321266968326,36,1326,0.03722627737226277,51,1370
subject_to_verb,9,8,0.172954800149421,926,5354,0.15761689291101055,209,1326,0.16569343065693432,227,1370
subject_to_verb,9,9,0.017183414269704895,92,5354,0.013574660633484163,18,1326,0.01970802919708029,27,1370
subject_to_verb,9,10,0.013821441912588718,74,5354,0.00904977375565611,12,1326,0.01167883211678832,16,1370
subject_to_verb,9,11,0.14101606275681733,755,5354,0.1244343891402715,165,1326,0.1416058394160584,194,1370
subject_to_verb,9,12,0.09899140829286515,530,5354,0.09879336349924585,131,1326,0.09854014598540146,135,1370
subject_to_verb,9,13,0.12345909600298842,661,5354,0.10558069381598793,140,1326,0.13503649635036497,185,1370
subject_to_verb,9,14,0.03884945834889802,208,5354,0.03167420814479638,42,1326,0.03941605839416058,54,1370
subject_to_verb,9,15,0.037728800896525964,202,5354,0.038461538461538464,51,1326,0.0364963503649635,50,1370
subject_to_verb,9,16,0.12345909600298842,661,5354,0.11236802413273002,149,1326,0.12189781021897811,167,1370
subject_to_verb,9,17,0.04015689204333209,215,5354,0.033182503770739065,44,1326,0.043795620437956206,60,1370
subject_to_verb,9,18,0.028763541277549497,154,5354,0.021116138763197588,28,1326,0.034306569343065696,47,1370
subject_to_verb,9,19,0.024654463952185283,132,5354,0.01885369532428356,25,1326,0.02846715328467153,39,1370
subject_to_verb,9,20,0.029697422487859546,159,5354,0.01885369532428356,25,1326,0.031386861313868614,43,1370
subject_to_verb,9,21,0.15222263728053792,815,5354,0.14856711915535445,197,1326,0.15328467153284672,210,1370
subject_to_verb,9,22,0.021666044079193127,116,5354,0.01583710407239819,21,1326,0.02335766423357664,32,1370
subject_to_verb,9,23,0.07340306313036982,393,5354,0.058069381598793365,77,1326,0.07956204379562044,109,1370
subject_to_verb,9,24,0.0326858423608517,175,5354,0.021870286576168928,29,1326,0.0364963503649635,50,1370
subject_to_verb,9,25,0.03361972357116175,180,5354,0.032428355957767725,43,1326,0.033576642335766425,46,1370
subject_to_verb,9,26,0.023907358983937244,128,5354,0.020361990950226245,27,1326,0.027737226277372264,38,1370
subject_to_verb,9,27,0.08498319013821441,455,5354,0.08069381598793364,107,1326,0.09708029197080292,133,1370
subject_to_verb,10,0,0.01961150541651102,105,5354,0.012066365007541479,16,1326,0.024817518248175182,34,1370
subject_to_verb,10,1,0.07788569293985804,417,5354,0.08069381598793364,107,1326,0.07956204379562044,109,1370
subject_to_verb,10,2,0.0480014942099365,257,5354,0.043740573152337855,58,1326,0.051824817518248176,71,1370
subject_to_verb,10,3,0.029323870003735524,157,5354,0.021116138763197588,28,1326,0.032116788321167884,44,1370
subject_to_verb,10,4,0.017370190511766904,93,5354,0.01282051282051282,17,1326,0.020437956204379562,28,1370
subject_to_verb,10,5,0.024654463952185283,132,5354,0.023378582202111614,31,1326,0.030656934306569343,42,1370
subject_to_verb,10,6,0.048561822936122524,260,5354,0.04675716440422323,62,1326,0.05328467153284672,73,1370
subject_to_verb,10,7,0.03287261860291371,176,5354,0.029411764705882353,39,1326,0.049635036496350364,68,1370
subject_to_verb,10,8,0.10160627568173328,544,5354,0.10935143288084465,145,1326,0.11751824817518249,161,1370
subject_to_verb,10,9,0.0713485244676877,382,5354,0.06033182503770739,80,1326,0.08321167883211679,114,1370
subject_to_verb,10,10,0.016062756817332834,86,5354,0.00904977375565611,12,1326,0.01970802919708029,27,1370
subject_to_verb,10,11,0.08946581994770265,479,5354,0.08446455505279035,112,1326,0.10802919708029197,148,1370
subject_to_verb,10,12,0.05136346656705267,275,5354,0.04675716440422323,62,1326,0.061313868613138686,84,1370
subject_to_verb,10,13,0.25102726933134106,1344,5354,0.23001508295625941,305,1326,0.2635036496350365,361,1370
subject_to_verb,10,14,0.04874859917818453,261,5354,0.04600301659125189,61,1326,0.049635036496350364,68,1370
subject_to_verb,10,15,0.10272693313410534,550,5354,0.09728506787330317,129,1326,0.09854014598540146,135,1370
subject_to_verb,10,16,0.0692939858050056,371,5354,0.07088989441930618,94,1326,0.08686131386861314,119,1370
subject_to_verb,10,17,0.02614867388868136,140,5354,0.027149321266968326,36,1326,0.032116788321167884,44,1370
subject_to_verb,10,18,0.03156518490847964,169,5354,0.03092006033182504,41,1326,0.033576642335766425,46,1370
subject_to_verb,10,19,0.0326858423608517,175,5354,0.024132730015082957,32,1326,0.03795620437956204,52,1370
subject_to_verb,10,20,0.027082555098991407,145,5354,0.021870286576168928,29,1326,0.03576642335766423,49,1370
subject_to_verb,10,21,0.016249533059394843,87,5354,0.016591251885369532,22,1326,0.01897810218978102,26,1370
subject_to_verb,10,22,0.028950317519611506,155,5354,0.024886877828054297,33,1326,0.029927007299270073,41,1370
subject_to_verb,10,23,0.03193873739260366,171,5354,0.030165912518853696,40,1326,0.04452554744525548,61,1370
subject_to_verb,10,24,0.2329099738513261,1247,5354,0.21644042232277527,287,1326,0.25401459854014596,348,1370
subject_to_verb,10,25,0.096189764661935,515,5354,0.09803921568627451,130,1326,0.1072992700729927,147,1370
subject_to_verb,10,26,0.030818079940231603,165,5354,0.027149321266968326,36,1326,0.034306569343065696,47,1370
subject_to_verb,10,27,0.03586103847590587,192,5354,0.03469079939668175,46,1326,0.03868613138686131,53,1370
subject_to_verb,11,0,0.01849084796413896,99,5354,0.013574660633484163,18,1326,0.021167883211678833,29,1370
subject_to_verb,11,1,0.010646245797534554,57,5354,0.004524886877828055,6,1326,0.00948905109489051,13,1370
subject_to_verb,11,2,0.015315651849084797,82,5354,0.008295625942684766,11,1326,0.015328467153284672,21,1370
subject_to_verb,11,3,0.04370564064251027,234,5354,0.043740573152337855,58,1326,0.05693430656934306,78,1370
subject_to_verb,11,4,0.01251400821815465,67,5354,0.007541478129713424,10,1326,0.016058394160583942,22,1370
subject_to_verb,11,5,0.012327231976092642,66,5354,0.008295625942684766,11,1326,0.016058394160583942,22,1370
subject_to_verb,11,6,0.12327231976092641,660,5354,0.10935143288084465,145,1326,0.13211678832116788,181,1370
