relation,layer,head,accuracy_select,n_correct_select,n_total_select,accuracy_test,n_correct_test,n_total_test,accuracy_dev,n_correct_dev,n_total_dev
object_to_verb,1,8,0.0011446886446886447,5,4368,0.0018604651162790699,2,1075,0.001851851851851852,2,1080
object_to_verb,1,9,0.004120879120879121,18,4368,0.0027906976744186047,3,1075,0.008333333333333333,9,1080
object_to_verb,1,10,0.1875,819,4368,0.20465116279069767,220,1075,0.2037037037037037,220,1080
object_to_verb,1,11,0.32394688644688646,1415,4368,0.3497674418604651,376,1075,0.3148148148148148,340,1080
object_to_verb,1,12,0.4249084249084249,1856,4368,0.43348837209302327,466,1075,0.41944444444444445,453,1080
object_to_verb,1,13,0.0016025641025641025,7,4368,0.0018604651162790699,2,1075,0.001851851851851852,2,1080
object_to_verb,1,14,0.4310897435897436,1883,4368,0.4493023255813953,483,1075,0.4212962962962963,455,1080
object_to_verb,1,15,0.33195970695970695,1450,4368,0.35627906976744184,383,1075,0.32222222222222224,348,1080
object_to_verb,1,16,0.20146520146520147,880,4368,0.1888372093023256,203,1075,0.17962962962962964,194,1080
object_to_verb,1,17,0.2909798534798535,1271,4368,0.31534883720930235,339,1075,0.29444444444444445,318,1080
object_to_verb,1,18,0.2944139194139194,1286,4368,0.3041860465116279,327,1075,0.2962962962962963,320,1080
object_to_verb,1,19,0.42628205128205127,1862,4368,0.43627906976744185,469,1075,0.40925925925925927,442,1080
object_to_verb,1,20,0.4194139194139194,1832,4368,0.3841860465116279,413,1075,0.3962962962962963,428,1080
object_to_verb,1,21,0.0027472527472527475,12,4368,0.0027906976744186047,3,1075,0.003703703703703704,4,1080
object_to_verb,1,22,0.07463369963369963,326,4368,0.06883720930232558,74,1075,0.06944444444444445,75,1080
object_to_verb,1,23,0.31547619047619047,1378,4368,0.3404651162790698,366,1075,0.31203703703703706,337,1080
object_to_verb,1,24,0.33104395604395603,1446,4368,0.347906976744186,374,1075,0.32314814814814813,349,1080
object_to_verb,1,25,0.020604395604395604,90,4368,0.022325581395348838,24,1075,0.022222222222222223,24,1080
object_to_verb,1,26,0.07898351648351648,345,4368,0.08372093023255814,90,1075,0.08981481481481482,97,1080
object_to_verb,1,27,0.1401098901098901,612,4368,0.16372093023255813,176,1075,0.1259259259259259,136,1080
object_to_verb,2,0,0.005952380952380952,26,4368,0.0065116279069767444,7,1075,0.005555555555555556,6,1080
object_to_verb,2,1,0.04624542124542125,202,4368,0.044651162790697675,48,1075,0.037037037037037035,40,1080
object_to_verb,2,2,0.35233516483516486,1539,4368,0.3581395348837209,385,1075,0.34814814814814815,376,1080
object_to_verb,2,3,0.18543956043956045,810,4368,0.173953488372093,187,1075,0.1675925925925926,181,1080
object_to_verb,2,4,0.0022893772893772895,10,4368,0.004651162790697674,5,1075,0.004629629629629629,5,1080
object_to_verb,2,5,0.31112637362637363,1359,4368,0.3172093023255814,341,1075,0.31666666666666665,342,1080
object_to_verb,2,6,0.25892857142857145,1131,4368,0.28186046511627905,303,1075,0.2490740740740741,269,1080
object_to_verb,2,7,0.7426739926739927,3244,4368,0.7237209302325581,778,1075,0.7379629629629629,797,1080
object_to_verb,2,8,0.09592490842490843,419,4368,0.09488372093023256,102,1075,0.09166666666666666,99,1080
object_to_verb,2,9,0.09317765567765568,407,4368,0.08372093023255814,90,1075,0.07407407407407407,80,1080
object_to_verb,2,10,0.6318681318681318,2760,4368,0.6465116279069767,695,1075,0.6425925925925926,694,1080
object_to_verb,2,11,0.8070054945054945,3525,4368,0.8,860,1075,0.8083333333333333,873,1080
object_to_verb,2,12,0.27793040293040294,1214,4368,0.24930232558139534,268,1075,0.2824074074074074,305,1080
object_to_verb,2,13,0.5652472527472527,2469,4368,0.5618604651162791,604,1075,0.5527777777777778,597,1080
object_to_verb,2,14,0.021749084249084248,95,4368,0.012093023255813953,13,1075,0.024074074074074074,26,1080
object_to_verb,2,15,0.05929487179487179,259,4368,0.052093023255813956,56,1075,0.06666666666666667,72,1080
object_to_verb,2,16,0.01304945054945055,57,4368,0.018604651162790697,20,1075,0.016666666666666666,18,1080
object_to_verb,2,17,0.00434981684981685,19,4368,0.0037209302325581397,4,1075,0.002777777777777778,3,1080
object_to_verb,2,18,0.0016025641025641025,7,4368,0.004651162790697674,5,1075,0.004629629629629629,5,1080
object_to_verb,2,19,0.059981684981684984,262,4368,0.059534883720930236,64,1075,0.06759259259259259,73,1080
object_to_verb,2,20,0.07738095238095238,338,4368,0.07348837209302325,79,1075,0.06944444444444445,75,1080
object_to_verb,2,21,0.0013736263736263737,6,4368,0.0065116279069767444,7,1075,0.003703703703703704,4,1080
object_to_verb,2,22,0.0173992673992674,76,4368,0.023255813953488372,25,1075,0.016666666666666666,18,1080
object_to_verb,2,23,0.08081501831501832,353,4368,0.07534883720930233,81,1075,0.06574074074074074,71,1080
object_to_verb,2,24,0.008241758241758242,36,4368,0.008372093023255815,9,1075,0.009259259259259259,10,1080
object_to_verb,2,25,0.11858974358974358,518,4368,0.10511627906976745,113,1075,0.09537037037037037,103,1080
object_to_verb,2,26,0.0016025641025641025,7,4368,0.0018604651162790699,2,1075,0.002777777777777778,3,1080
object_to_verb,2,27,0.17536630036630035,766,4368,0.18511627906976744,199,1075,0.1537037037037037,166,1080
object_to_verb,3,0,0.003891941391941392,17,4368,0.0027906976744186047,3,1075,0.004629629629629629,5,1080
object_to_verb,3,1,0.2724358974358974,1190,4368,0.2986046511627907,321,1075,0.2796296296296296,302,1080
