seed,treebank,timestep,normalized_progress,depth,position_state,top1,top5,mrr,mean_rank,n_positions
42,UD_English-EWT,0,0.0,32,masked,0.022314478463933574,0.11046964193046185,0.07321094778798788,1619.0098598858328,15416
42,UD_English-EWT,0,0.0,32,visible,0.0,0.0,4.6855395099850194e-05,21498.33606557377,732
42,UD_English-EWT,16,0.25,0,masked,0.0,9.889240506329114e-05,0.0002225293387755345,14458.413370253165,10112
42,UD_English-EWT,16,0.25,0,visible,0.0001656726308813784,0.0001656726308813784,0.00038674613852958113,25725.445162359178,6036
42,UD_English-EWT,16,0.25,1,masked,0.0,0.0,0.0011250863101734561,7405.683742088608,10112
42,UD_English-EWT,16,0.25,1,visible,0.0001656726308813784,0.04555997349237906,0.017546680390734048,17692.310801855532,6036
42,UD_English-EWT,16,0.25,2,masked,0.00019778481012658228,0.0018789556962025317,0.0029885262825949917,6626.3498813291135,10112
42,UD_English-EWT,16,0.25,2,visible,0.0,0.0001656726308813784,0.00044177771345952537,16923.21603711067,6036
42,UD_English-EWT,16,0.25,3,masked,0.00039556962025316455,0.0014833860759493672,0.002241198735024146,7422.789359177215,10112
42,UD_English-EWT,16,0.25,3,visible,0.0003313452617627568,0.0009940357852882703,0.001063435005584113,16844.976143141153,6036
42,UD_English-EWT,16,0.25,4,masked,0.00019778481012658228,0.0014833860759493672,0.002200103093140563,8259.995648734177,10112
42,UD_English-EWT,16,0.25,4,visible,0.0008283631544068919,0.00414181577203446,0.0031053535369580084,14224.259940357853,6036
42,UD_English-EWT,16,0.25,5,masked,0.0005933544303797469,0.0017800632911392405,0.002355308622052615,9578.221617879746,10112
42,UD_English-EWT,16,0.25,5,visible,0.0028164347249834327,0.009774685222001325,0.0070323213445817835,12154.053512259774,6036
42,UD_English-EWT,16,0.25,6,masked,0.0016811708860759494,0.0037579113924050634,0.004014825634823338,9316.32634493671,10112
42,UD_English-EWT,16,0.25,6,visible,0.005301524188204109,0.016732935719019217,0.012017753146342548,10056.43223989397,6036
42,UD_English-EWT,16,0.25,7,masked,0.0014833860759493672,0.004153481012658227,0.0041208590619987535,8762.010581487342,10112
42,UD_English-EWT,16,0.25,7,visible,0.008117958913187541,0.02186878727634195,0.01605254404802734,9239.513916500993,6036
42,UD_English-EWT,16,0.25,8,masked,0.001384493670886076,0.004549050632911392,0.0038627591613087514,9722.065763449367,10112
42,UD_English-EWT,16,0.25,8,visible,0.010106030483764083,0.025513585155732273,0.01847566561423443,9104.306825712392,6036
42,UD_English-EWT,16,0.25,9,masked,0.0010878164556962025,0.0044501582278481016,0.0038410718781965755,9554.41149129747,10112
42,UD_English-EWT,16,0.25,9,visible,0.010106030483764083,0.021537442014579192,0.017431145405502935,8928.333664678596,6036
42,UD_English-EWT,16,0.25,10,masked,0.0004944620253164557,0.005834651898734177,0.004395845018731714,8589.467662183544,10112
42,UD_English-EWT,16,0.25,10,visible,0.009609012591119947,0.025347912524850896,0.01860451909377029,7982.392478462558,6036
42,UD_English-EWT,16,0.25,11,masked,0.0016811708860759494,0.0060324367088607595,0.004978437646489062,9197.919699367088,10112
42,UD_English-EWT,16,0.25,11,visible,0.01027170311464546,0.024188204108681246,0.01869021457187013,8921.236414844268,6036
42,UD_English-EWT,16,0.25,12,masked,0.0023734177215189874,0.007911392405063292,0.006896438272069593,8422.882515822785,10112
42,UD_English-EWT,16,0.25,12,visible,0.011762756792577865,0.027501656726308814,0.020542400760220625,8410.215871438038,6036
42,UD_English-EWT,16,0.25,13,masked,0.0016811708860759494,0.005933544303797469,0.005328955912966701,8731.885680379746,10112
42,UD_English-EWT,16,0.25,13,visible,0.00927766732935719,0.026176275679257788,0.018719686550506872,9754.519383697812,6036
42,UD_English-EWT,16,0.25,14,masked,0.002768987341772152,0.0068235759493670885,0.006325499636789559,9208.136867088608,10112
42,UD_English-EWT,16,0.25,14,visible,0.009609012591119947,0.027833001988071572,0.01949224263991039,10789.019880715705,6036
42,UD_English-EWT,16,0.25,15,masked,0.0029667721518987344,0.009691455696202531,0.00781536874289402,8834.8515625,10112
42,UD_English-EWT,16,0.25,15,visible,0.01027170311464546,0.02766732935719019,0.020249109040216023,10610.253147779988,6036
42,UD_English-EWT,16,0.25,16,masked,0.0037579113924050634,0.010680379746835443,0.009027067243796077,8668.838706487342,10112
42,UD_English-EWT,16,0.25,16,visible,0.012259774685222002,0.029655400927766733,0.022174605252760632,11993.796719681908,6036
42,UD_English-EWT,16,0.25,17,masked,0.007021360759493671,0.02442642405063291,0.017470853595759832,7442.395075158228,10112
42,UD_English-EWT,16,0.25,17,visible,0.015738899933730947,0.04357190192180252,0.031041138656806865,9088.021868787277,6036
42,UD_English-EWT,16,0.25,18,masked,0.007416930379746835,0.027393196202531646,0.02061635065046486,6980.058643196203,10112
42,UD_English-EWT,16,0.25,18,visible,0.015076209410205434,0.05185553346587144,0.03513359458250618,7902.530483764082,6036
42,UD_English-EWT,16,0.25,19,masked,0.00870253164556962,0.03392009493670886,0.024359201723269518,6529.635482594937,10112
42,UD_English-EWT,16,0.25,19,visible,0.01872100728959576,0.05947647448641485,0.04074014631050876,7985.454771371769,6036
42,UD_English-EWT,16,0.25,20,masked,0.008801424050632911,0.03500791139240506,0.025327538201195023,6628.8650118670885,10112
42,UD_English-EWT,16,0.25,20,visible,0.020046388336646785,0.0644466534128562,0.04376739136623314,7481.914678595096,6036
42,UD_English-EWT,16,0.25,21,masked,0.00949367088607595,0.038271360759493674,0.028023089201386076,5935.453817246836,10112
42,UD_English-EWT,16,0.25,21,visible,0.026010603048376407,0.08797216699801193,0.057951187398841024,6518.254970178927,6036
42,UD_English-EWT,16,0.25,22,masked,0.009592563291139241,0.03916139240506329,0.029146819472660027,5735.563785601265,10112
42,UD_English-EWT,16,0.25,22,visible,0.02584493041749503,0.08714380384360504,0.05729096647981749,6657.815937707091,6036
42,UD_English-EWT,16,0.25,23,masked,0.010482594936708861,0.04371044303797468,0.03229252455416579,5281.527294303797,10112
42,UD_English-EWT,16,0.25,23,visible,0.025679257786613653,0.08863485752153744,0.05903559534415381,6243.305168986083,6036
42,UD_English-EWT,16,0.25,24,masked,0.012856012658227849,0.04865506329113924,0.036108259618385756,5286.093156645569,10112
42,UD_English-EWT,16,0.25,24,visible,0.021371769383697812,0.0775347912524851,0.051697514901125945,6791.382538104705,6036
42,UD_English-EWT,16,0.25,25,masked,0.012757120253164557,0.05419303797468354,0.03831389298340898,4996.037183544304,10112
42,UD_English-EWT,16,0.25,25,visible,0.017064280980781974,0.07173624917163685,0.046057072366645496,6500.870112657389,6036
42,UD_English-EWT,16,0.25,26,masked,0.014042721518987342,0.059533227848101264,0.042028108594036696,4810.61758306962,10112
42,UD_English-EWT,16,0.25,26,visible,0.016070245195493705,0.061298873426110005,0.04194580216090721,6454.5337972167,6036
42,UD_English-EWT,16,0.25,27,masked,0.015625,0.06991693037974683,0.04760785222264825,3977.0456882911394,10112
42,UD_English-EWT,16,0.25,27,visible,0.012922465208747515,0.05417495029821073,0.03711903758723127,5565.977137176938,6036
42,UD_English-EWT,16,0.25,28,masked,0.01829509493670886,0.08751977848101265,0.057199524670588565,3546.236253955696,10112
42,UD_English-EWT,16,0.25,28,visible,0.008946322067594433,0.041749502982107355,0.03047264709132182,5072.523194168323,6036
42,UD_English-EWT,16,0.25,29,masked,0.018888449367088608,0.09553006329113924,0.06184400399913509,2962.8924050632913,10112
42,UD_English-EWT,16,0.25,29,visible,0.010106030483764083,0.03876739562624255,0.030428970239746108,4504.330185553346,6036
42,UD_English-EWT,16,0.25,30,masked,0.01997626582278481,0.10087025316455696,0.06679350234041274,2450.6541732594937,10112
42,UD_English-EWT,16,0.25,30,visible,0.012756792577866136,0.04108681245858184,0.03265805198046148,4021.529655400928,6036
42,UD_English-EWT,16,0.25,31,masked,0.030755537974683545,0.1439873417721519,0.09219052452001608,1521.2010482594937,10112
42,UD_English-EWT,16,0.25,31,visible,0.009774685222001325,0.033797216699801194,0.028405687663800746,4527.735420808483,6036
42,UD_English-EWT,16,0.25,32,masked,0.047567246835443035,0.17039161392405064,0.11389266394095914,757.6850276898734,10112
42,UD_English-EWT,16,0.25,32,visible,0.00828363154406892,0.025347912524850896,0.022594624801533705,4296.737243207423,6036
42,UD_English-EWT,32,0.5,0,masked,0.0,0.0,0.00019780196556840225,14347.886775684323,5626
42,UD_English-EWT,32,0.5,0,visible,9.503896597605019e-05,9.503896597605019e-05,0.0003413135986324295,25318.292529937273,10522
42,UD_English-EWT,32,0.5,1,masked,0.0,0.0,0.0008886274034792514,8002.778350515464,5626
42,UD_English-EWT,32,0.5,1,visible,9.503896597605019e-05,0.008078312107964265,0.006158000227426732,18787.777608819615,10522
42,UD_English-EWT,32,0.5,2,masked,0.00035549235691432633,0.001244223249200142,0.003006833266043011,7417.369889797369,5626
42,UD_English-EWT,32,0.5,2,visible,0.0,0.0004751948298802509,0.0005489184600782705,16465.72058544003,10522
42,UD_English-EWT,32,0.5,3,masked,0.0,0.001244223249200142,0.001712599698560214,8550.578563810877,5626
42,UD_English-EWT,32,0.5,3,visible,9.503896597605019e-05,0.0012355065576886524,0.0009599994840041236,17178.860007603118,10522
42,UD_English-EWT,32,0.5,4,masked,0.00035549235691432633,0.001066477070742979,0.0018792834032000981,9409.621933878421,5626
42,UD_English-EWT,32,0.5,4,visible,0.00038015586390420075,0.003231324843185706,0.0022990928692607038,15104.607203953621,10522
42,UD_English-EWT,32,0.5,5,masked,0.0014219694276573053,0.0033771773906861,0.0031235876751628303,10489.021685033771,5626
42,UD_English-EWT,32,0.5,5,visible,0.001995818285497054,0.007888234176012166,0.0054980253858209205,13264.05407717164,10522
42,UD_English-EWT,32,0.5,6,masked,0.0019552079630287948,0.0035549235691432635,0.004282301296479896,10023.099360113758,5626
42,UD_English-EWT,32,0.5,6,visible,0.0038965976050180573,0.012069948678958373,0.008883678767593864,11238.66175632009,10522
42,UD_English-EWT,32,0.5,7,masked,0.002310700319943121,0.006932100959829364,0.005781255166647998,9427.149129043726,5626
42,UD_English-EWT,32,0.5,7,visible,0.005417221060634861,0.014540961794335677,0.010891786535744484,10578.289013495532,10522
42,UD_English-EWT,32,0.5,8,masked,0.002310700319943121,0.006398862424457874,0.005310736451283368,10326.5346605048,5626
42,UD_English-EWT,32,0.5,8,visible,0.006462649686371412,0.01653678007983273,0.012099083277044785,10926.31933092568,10522
42,UD_English-EWT,32,0.5,9,masked,0.0014219694276573053,0.006221116246000711,0.004540169121142511,10565.156061144686,5626
42,UD_English-EWT,32,0.5,9,visible,0.005607298992586961,0.014540961794335677,0.011161676775301464,10298.058258886143,10522
42,UD_English-EWT,32,0.5,10,masked,0.0007109847138286527,0.005687877710629221,0.004465312842261307,9482.846071809456,5626
42,UD_English-EWT,32,0.5,10,visible,0.0059874548564911615,0.014921117658239879,0.011723019297802421,9410.962364569474,10522
42,UD_English-EWT,32,0.5,11,masked,0.0017774617845716318,0.007465339495200853,0.005695608320250156,9727.124600071098,5626
42,UD_English-EWT,32,0.5,11,visible,0.005702337958563011,0.01539631248812013,0.011993299099161475,10002.371127162136,10522
42,UD_English-EWT,32,0.5,12,masked,0.0039104159260575895,0.009242801279772485,0.008365444354867827,8870.903661571276,5626
42,UD_English-EWT,32,0.5,12,visible,0.0059874548564911615,0.01653678007983273,0.012795104163521667,9496.268675156814,10522
42,UD_English-EWT,32,0.5,13,masked,0.0037326697476004265,0.010487024528972627,0.008271385989162735,8964.28563810878,5626
42,UD_English-EWT,32,0.5,13,visible,0.006082493822467212,0.01615662421592853,0.012273764336436442,10772.930906671736,10522
42,UD_English-EWT,32,0.5,14,masked,0.005687877710629221,0.012975471027372912,0.010788759294492254,9249.672591539282,5626
42,UD_English-EWT,32,0.5,14,visible,0.007698156244060065,0.018817715263257935,0.014416642472626778,11335.394316669835,10522
42,UD_English-EWT,32,0.5,15,masked,0.006398862424457874,0.01795236402417348,0.013548241784973263,8763.357980803412,5626
42,UD_English-EWT,32,0.5,15,visible,0.006652727618323513,0.020243299752898687,0.013936827845520366,11579.218589621745,10522
42,UD_English-EWT,32,0.5,16,masked,0.00835407038748667,0.02132954141485958,0.016240213667195406,8540.686455741201,5626
42,UD_English-EWT,32,0.5,16,visible,0.005702337958563011,0.021383767344611292,0.0141211456737757,12859.545998859532,10522
42,UD_English-EWT,32,0.5,17,masked,0.0135087095627444,0.03963739779594739,0.02914715169278867,7177.186100248845,5626
42,UD_English-EWT,32,0.5,17,visible,0.00978901349553317,0.030032313248431856,0.021787456143967432,9767.08078312108,10522
42,UD_English-EWT,32,0.5,18,masked,0.015641663704230358,0.047991468183434055,0.03553009291941337,6659.747778172769,5626
42,UD_English-EWT,32,0.5,18,visible,0.009503896597605019,0.036304885002851166,0.024774963731465705,8574.91684090477,10522
42,UD_English-EWT,32,0.5,19,masked,0.01955207963028795,0.06292214717383576,0.04277947091561018,6249.820476359759,5626
42,UD_English-EWT,32,0.5,19,visible,0.011689792815054173,0.04352784641703098,0.029119687211082122,8823.13790153963,10522
42,UD_English-EWT,32,0.5,20,masked,0.023107003199431212,0.06576608602915038,0.048292752080648614,6060.044258798436,5626
42,UD_English-EWT,32,0.5,20,visible,0.013970727998479376,0.04704428815814484,0.0331032318794942,8104.820851549135,10522
42,UD_English-EWT,32,0.5,21,masked,0.020974049057945254,0.0728759331674369,0.050691801656828864,5394.170103092783,5626
42,UD_English-EWT,32,0.5,21,visible,0.01701197490971298,0.06519673065957042,0.04340025082189958,6908.284926819996,10522
42,UD_English-EWT,32,0.5,22,masked,0.020974049057945254,0.07447564877355137,0.053069266802613986,5135.265730536794,5626
42,UD_English-EWT,32,0.5,22,visible,0.01644174111385668,0.06320091237407337,0.04277078940512687,6917.845371602357,10522
42,UD_English-EWT,32,0.5,23,masked,0.025062211162460008,0.08727337362246712,0.06135842027920684,4624.113224315677,5626
42,UD_English-EWT,32,0.5,23,visible,0.017867325603497432,0.06614712031933093,0.045561255213645215,6236.4150351644175,10522
42,UD_English-EWT,32,0.5,24,masked,0.02861713473160327,0.0984713828652684,0.0676385838825332,4597.019018841095,5626
42,UD_English-EWT,32,0.5,24,visible,0.01511119559019198,0.06196540581638472,0.040933340644937706,6791.560824938225,10522
42,UD_English-EWT,32,0.5,25,masked,0.030927835051546393,0.10344827586206896,0.0723798756326706,4438.87326697476,5626
42,UD_English-EWT,32,0.5,25,visible,0.012830260406766774,0.05835392510929481,0.03822386921639552,6465.73617183045,10522
42,UD_English-EWT,32,0.5,26,masked,0.03021685033771774,0.10913615357269818,0.07539301979578973,4229.100959829364,5626
42,UD_English-EWT,32,0.5,26,visible,0.010264208325413419,0.0498004181714503,0.03393906497953294,6261.718779699677,10522
42,UD_English-EWT,32,0.5,27,masked,0.031816565943832205,0.12211162460007109,0.08228536657331204,3544.87557767508,5626
42,UD_English-EWT,32,0.5,27,visible,0.007222961414179814,0.04324272951910283,0.029815930583962372,5320.275898118229,10522
42,UD_English-EWT,32,0.5,28,masked,0.03643796658371845,0.1466405972271596,0.09649857627500363,3060.6290437255598,5626
42,UD_English-EWT,32,0.5,28,visible,0.00522714312868276,0.03459418361528226,0.025382833191375073,4734.366185135906,10522
42,UD_English-EWT,32,0.5,29,masked,0.036615712762175616,0.1558833985069321,0.10153026403258535,2597.8695343050126,5626
42,UD_English-EWT,32,0.5,29,visible,0.004656909332826459,0.029842235316479757,0.024863501379157566,4094.4946778179055,10522
42,UD_English-EWT,32,0.5,30,masked,0.0323498044792037,0.1626377532883043,0.10260884035001071,2220.410415926058,5626
42,UD_English-EWT,32,0.5,30,visible,0.005417221060634861,0.027276183235126403,0.024408314154831516,3542.5413419501997,10522
42,UD_English-EWT,32,0.5,31,masked,0.043903306078919305,0.20049768929968007,0.1271723215983733,1381.7026306434411,5626
42,UD_English-EWT,32,0.5,31,visible,0.004942026230754609,0.02680098840524615,0.024456984843426587,3278.6795286067286,10522
42,UD_English-EWT,32,0.5,32,masked,0.04870245289726271,0.22076075364379666,0.13681510881908998,474.9132598649129,5626
42,UD_English-EWT,32,0.5,32,visible,0.005702337958563011,0.020528416650826838,0.019968862917921312,2991.9036304885003,10522
42,UD_English-EWT,47,0.75,0,masked,0.0,0.0,0.0002238709955873641,14314.217308907138,3166
42,UD_English-EWT,47,0.75,0,visible,7.702973347712218e-05,0.00023108920043136651,0.0004148723530598112,25228.196117701435,12982
42,UD_English-EWT,47,0.75,1,masked,0.0,0.0,0.0006411420266359703,9058.46178142767,3166
42,UD_English-EWT,47,0.75,1,visible,7.702973347712218e-05,0.002387921737790787,0.003543643649003918,19472.898397781544,12982
42,UD_English-EWT,47,0.75,2,masked,0.0003158559696778269,0.0003158559696778269,0.0023294963980339915,8173.321225521162,3166
42,UD_English-EWT,47,0.75,2,visible,0.0,0.0003081189339084887,0.0004964624099009599,16653.378986288706,12982
42,UD_English-EWT,47,0.75,3,masked,0.0,0.0006317119393556538,0.001122058631172699,9799.042956411877,3166
42,UD_English-EWT,47,0.75,3,visible,0.00015405946695424435,0.0010013865352025881,0.0008407974014346107,17811.091203204436,12982
42,UD_English-EWT,47,0.75,4,masked,0.0,0.0003158559696778269,0.0011274149718585535,10802.918509159823,3166
42,UD_English-EWT,47,0.75,4,visible,0.0006162378678169774,0.0033122785395162534,0.0023357865031256087,15787.823910029272,12982
42,UD_English-EWT,47,0.75,5,masked,0.0009475679090334807,0.00410612760581175,0.0030735712005260226,11324.101705622235,3166
42,UD_English-EWT,47,0.75,5,visible,0.0020027730704051763,0.00639346787860114,0.0050427779825226995,13923.104452318596,12982
42,UD_English-EWT,47,0.75,6,masked,0.002526847757422615,0.006317119393556538,0.005288352706405465,10500.771320277954,3166
42,UD_English-EWT,47,0.75,6,visible,0.0032352488060391313,0.009320597750731782,0.007242872701685525,11787.335002310892,12982
42,UD_English-EWT,47,0.75,7,masked,0.003474415666456096,0.007896399241945672,0.007120213832331081,9869.709096651926,3166
42,UD_English-EWT,47,0.75,7,visible,0.004467724541673086,0.011092281620705592,0.008894375740256293,11132.179017100601,12982
42,UD_English-EWT,47,0.75,8,masked,0.0022109917877447885,0.005369551484523057,0.005121098657019043,10747.317751105496,3166
42,UD_English-EWT,47,0.75,8,visible,0.005006932676012941,0.012401787089816669,0.009941057004603156,11657.355954398397,12982
42,UD_English-EWT,47,0.75,9,masked,0.0015792798483891346,0.00505369551484523,0.004158963728771905,10807.740998104864,3166
42,UD_English-EWT,47,0.75,9,visible,0.004467724541673086,0.012940995224156525,0.009659836744629866,10882.410183330765,12982
42,UD_English-EWT,47,0.75,10,masked,0.0009475679090334807,0.005685407454200884,0.0043666272185337385,9775.479153506001,3166
42,UD_English-EWT,47,0.75,10,visible,0.006085348944692651,0.0142505006932676,0.011113282756369164,9889.216453551071,12982
42,UD_English-EWT,47,0.75,11,masked,0.0012634238787113076,0.00505369551484523,0.0049336611858870625,9716.620972836386,3166
42,UD_English-EWT,47,0.75,11,visible,0.005238021876444308,0.013634262825450624,0.010658267556506425,10387.59813588045,12982
42,UD_English-EWT,47,0.75,12,masked,0.002842703727100442,0.010423246999368288,0.008551793267326838,8732.88313329122,3166
42,UD_English-EWT,47,0.75,12,visible,0.005623170543829918,0.016484362964104143,0.012077379188442396,9834.120012324758,12982
42,UD_English-EWT,47,0.75,13,masked,0.004737839545167404,0.013897662665824383,0.011031049964459003,8748.61686670878,3166
42,UD_English-EWT,47,0.75,13,visible,0.006085348944692651,0.015174857494993067,0.011637998032918012,11114.048836851025,12982
42,UD_English-EWT,47,0.75,14,masked,0.0066329753632343655,0.01737207833228048,0.013150466467977502,9003.938723941883,3166
42,UD_English-EWT,47,0.75,14,visible,0.006547527345555385,0.018024957633646588,0.013171012212908085,11501.294484671083,12982
42,UD_English-EWT,47,0.75,15,masked,0.0082122552116235,0.021794061907770057,0.01683908283740571,8556.792166771951,3166
42,UD_English-EWT,47,0.75,15,visible,0.005623170543829918,0.017562779232783855,0.012780500040138892,11774.24549376059,12982
42,UD_English-EWT,47,0.75,16,masked,0.010423246999368288,0.02337334175615919,0.019272923803793255,8261.92166771952,3166
42,UD_English-EWT,47,0.75,16,visible,0.006085348944692651,0.018641195501463564,0.013400593019158668,13193.772608226776,12982
42,UD_English-EWT,47,0.75,17,masked,0.017687934301958308,0.053379658875552745,0.037407712777766174,6838.325331648768,3166
42,UD_English-EWT,47,0.75,17,visible,0.009705746418117393,0.028809120320443693,0.021131709853789083,9962.060006162379,12982
42,UD_English-EWT,47,0.75,18,masked,0.017687934301958308,0.06285533796588756,0.0432468449904394,6287.2103600758055,3166
42,UD_English-EWT,47,0.75,18,visible,0.00847327068248344,0.03535664766599907,0.023500841165060172,8800.19118779849,12982
42,UD_English-EWT,47,0.75,19,masked,0.02242577384712571,0.06885660138976626,0.05064302150415374,5956.110549589387,3166
