treebank,timestep,normalized_progress,depth,position_state,top1,top5,mrr,mean_rank,n_positions,n_seeds
UD_English-EWT,32,0.5,11,visible,0.006540123620556095,0.016610743551541296,0.0127430112466679,9935.636206123834,29512,3
UD_English-EWT,32,0.5,12,masked,0.0033532211639361836,0.009443705499290045,0.007966355291352995,8711.522189224468,18932,3
UD_English-EWT,32,0.5,12,visible,0.007191665561776118,0.018679579735539884,0.014255874959433599,9402.880511504456,29512,3
UD_English-EWT,32,0.5,13,masked,0.0038911469614506563,0.010585385638210274,0.008605842291092836,8770.755731508352,18932,3
UD_English-EWT,32,0.5,13,visible,0.0063806026732511475,0.01777289157345695,0.01313503340759077,10690.2812721397,29512,3
UD_English-EWT,32,0.5,14,masked,0.005199948215774199,0.012377030032401098,0.010196987717916703,9068.014709682908,18932,3
UD_English-EWT,32,0.5,14,visible,0.007971519916130418,0.02055928787862372,0.015262208386614802,11310.272538488565,29512,3
UD_English-EWT,32,0.5,15,masked,0.005880484213416105,0.015789326191277073,0.012509790165039206,8718.376880568727,18932,3
UD_English-EWT,32,0.5,15,visible,0.0072447747892711994,0.021381365125249945,0.014897108507251603,11513.021564383556,29512,3
UD_English-EWT,32,0.5,16,masked,0.007220967512554423,0.019231706393774747,0.014964376818892707,8399.104227503869,18932,3
UD_English-EWT,32,0.5,16,visible,0.00713866387198028,0.021586482164584284,0.015404440842264657,12840.190636898828,29512,3
UD_English-EWT,32,0.5,17,masked,0.011725414867915075,0.038742972731156476,0.027892394122420394,6982.722207079546,18932,3
UD_English-EWT,32,0.5,17,visible,0.010805650116983733,0.03171352174188555,0.022964387076372567,9766.899505400515,29512,3
UD_English-EWT,32,0.5,18,masked,0.015292507667891373,0.04622216586129397,0.034309404840753295,6532.32741539405,18932,3
UD_English-EWT,32,0.5,18,visible,0.010466408858581544,0.037189195175799494,0.025944780006809835,8527.635306200646,29512,3
UD_English-EWT,32,0.5,19,masked,0.018705619574807975,0.056796699797215446,0.041116150607684955,6152.224790420355,18932,3
UD_English-EWT,32,0.5,19,visible,0.012428833322770267,0.04368658002616624,0.03002775128961625,8745.473630896178,29512,3
UD_English-EWT,32,0.5,20,masked,0.02098252085809978,0.06189538893636579,0.04553981334259289,5979.762925054,18932,3
UD_English-EWT,32,0.5,20,visible,0.013813746416214336,0.04874842345752756,0.033360721255307126,8022.87413807915,29512,3
UD_English-EWT,32,0.5,21,masked,0.02073460633603354,0.06789525646828952,0.04954313060679849,5288.930929732301,18932,3
