seed,selected_c,accuracy,macro_f1,majority_accuracy,lexical_accuracy,shuffled_accuracy,random_feature_accuracy,n_test_positions,n_test_sentences
42,0.01,0.5407443444417417,0.4107926836070466,0.15543663342252492,0.8620773534419849,0.10070542447093164,0.09486742884942836,4111,710
43,0.01,0.5448079658605974,0.42806159583171455,0.16399105872790085,0.8664905507010771,0.1016053647632595,0.09022556390977443,4921,717
44,0.01,0.5713375796178344,0.46496091661473615,0.1624203821656051,0.8632696390658174,0.10912951167728238,0.10212314225053079,4710,727
