treebank,relation,layer,head,visibility,accuracy,n_instances,fixed_offset_accuracy,nearest_accuracy,uniform_accuracy,previous_accuracy,next_accuracy,oracle_pos_accuracy,wrong_same_pos_accuracy,mean_gold_mass,mean_matched_mass,p_gold_mass_greater,ci_low,ci_high
UD_German-GSD,object_adj_to_noun,17,15,both_masked,0.0,225,0.0,0.0,0.07111111111111111,0.0,0.8266666666666667,0.92,0.0,0.0013871198963412705,0.019237586160697765,0.3283582089552239,0.0,0.0
UD_German-GSD,object_det_to_noun,17,15,both_masked,0.0,591,0.0,0.025380710659898477,0.05922165820642978,0.0,0.7208121827411168,0.7868020304568528,0.0,0.002608485633346635,0.028339189110821197,0.26136363636363635,0.0,0.0
UD_German-GSD,object_to_verb,17,15,both_masked,0.18313253012048192,1245,0.1180722891566265,0.12530120481927712,0.06666666666666667,0.1180722891566265,0.21927710843373494,0.8771084337349397,0.0,0.050753575151857036,0.011606126135571743,0.49606299212598426,0.1459753845617825,0.2243914603734566
UD_German-GSD,subject_adj_to_noun,17,15,both_masked,0.041666666666666664,216,0.0,0.06944444444444445,0.06018518518518518,0.0,0.8611111111111112,0.8611111111111112,0.0,0.004703147076927255,0.0072022779989338506,0.45454545454545453,0.0,0.0945945945945946
UD_German-GSD,subject_det_to_noun,17,15,both_masked,0.05725190839694656,786,0.0,0.22900763358778625,0.06361323155216285,0.0,0.7862595419847328,0.9427480916030534,0.0,0.006653333175216467,0.011807992675909647,0.25112107623318386,0.03007237194108868,0.0898876404494382
UD_German-GSD,subject_to_verb,17,15,both_masked,0.1531413612565445,2292,0.11387434554973822,0.1649214659685864,0.07940663176265271,0.11387434554973822,0.21727748691099477,0.8612565445026178,0.0,0.035110600783447896,0.016124985184755324,0.42548596112311016,0.12840293880618414,0.17942121642649347
