layer,head,entropy,entropy_norm,entropy_no_sink,sink_mass,n_sentences,diffusion_time
2,16,2.5818416130542756,0.8980142784118652,2.512992995083332,0.10171184257604182,400,63
2,17,2.56180690407753,0.8904115444421768,2.489108645915985,0.12838600350543858,400,63
2,18,2.1816324281692503,0.7577673721313477,2.0701024597883224,0.1395515120960772,400,63
2,19,2.5716585355997084,0.8928267927467823,2.487927943468094,0.09844274544157088,400,63
2,20,2.6312533351778984,0.9116578848659992,2.654831097126007,0.20491595510393382,400,63
2,21,2.607619063556194,0.9073490698635578,2.538088430464268,0.060838084947317836,400,63
2,22,1.9769275733828544,0.6762553523480892,1.8932344506680965,0.13275994949275627,400,63
2,23,2.3204242420196532,0.8009574414789676,2.3025833258032797,0.22325821775011717,400,63
2,24,2.215490944981575,0.7720689287781716,2.146478765308857,0.04748927965993062,400,63
2,25,2.4568224164843557,0.853797095566988,2.408780419230461,0.12780147512909024,400,63
2,26,0.8373269183188676,0.29418227054178714,0.775160395130515,0.03410751964547672,400,63
2,27,2.2775056421756745,0.7939851497113705,2.256328890621662,0.12496688298881053,400,63
3,0,2.095347084403038,0.7254587157070637,2.0094094221293926,0.0982765106111765,400,63
3,1,1.7417294365167617,0.6086709170043468,1.6854623092710972,0.10999556131660938,400,63
3,2,2.0244421115517617,0.7040432338416577,1.9702684094011784,0.12642631649505348,400,63
3,3,1.8262458012998104,0.6333783660084009,1.7760720355808735,0.08918162587098777,400,63
3,4,1.9835818561911582,0.6903706017136574,1.9123175925016402,0.16110321561805904,400,63
3,5,2.1820995822548865,0.7600954589247704,2.1007610246539117,0.10742447447963059,400,63
3,6,2.073919148147106,0.7230381448566914,2.015267512500286,0.11433363203890622,400,63
3,7,2.0768093511462213,0.7149516610056161,2.2178211346268655,0.3492002539895475,400,63
3,8,1.7866859026253223,0.6142116885632276,1.6427082569152116,0.15310425107367337,400,63
3,9,2.3744174322485923,0.8258518195152282,2.3103568097949028,0.12133579640183598,400,63
3,10,1.113126140460372,0.3855636402964592,1.107529093325138,0.1262913233274594,400,63
3,11,1.872534587085247,0.64415312923491,1.874909234791994,0.3249043411388993,400,63
3,12,2.528682660460472,0.8767020346224308,2.5353375470638273,0.20468708032742142,400,63
3,13,2.5223508685827256,0.8749371273815632,2.4900514590740204,0.16903826136142017,400,63
3,14,2.656650356054306,0.9218505570292472,2.5897724071145056,0.1011773094185628,400,63
3,15,2.318031879365444,0.8114346280694008,2.245012811422348,0.051841655236203224,400,63
3,16,2.5805844712257384,0.89421899035573,2.5962654042243956,0.1925191323272884,400,63
3,17,2.3773319736123084,0.8290534204244614,2.3104952523112297,0.049248074179049584,400,63
3,18,2.6311103361845016,0.9135305465757847,2.550376647412777,0.08246347584063188,400,63
3,19,2.1470637959241867,0.745616943538189,2.077428734600544,0.05550726990913972,400,63
3,20,2.483096260428429,0.8655810871720314,2.4097277903556824,0.07159415467875078,400,63
3,21,2.111747125685215,0.7359394557774067,2.0445138151943683,0.050518515328876676,400,63
3,22,2.2099506399035453,0.7780549608170986,2.159644056558609,0.045336062125861644,400,63
3,23,2.142949388623238,0.749863026291132,2.076579827666283,0.08089798794826493,400,63
3,24,1.4681441397964954,0.5122647103667259,1.519483945220709,0.14347677170298995,400,63
3,25,1.9109198623895645,0.6680802762508392,1.922013553082943,0.16448825698811562,400,63
3,26,1.892196709215641,0.6645083019137382,1.8621992975473405,0.08222162967314944,400,63
3,27,1.8974834057688712,0.6650713354349136,1.8881902384757996,0.10805901485495269,400,63
4,0,2.213740660697222,0.7686661146581173,2.1737241844832895,0.18087280344218015,400,63
4,1,2.0716870856285095,0.7182429079711438,2.007853376120329,0.14399888515705242,400,63
4,2,2.189479207098484,0.765132237970829,2.117215348184109,0.06866469855071046,400,63
4,3,1.7829851593077182,0.6157704790309072,1.7004835994541645,0.12939203019603154,400,63
