treebank,timestep,normalized_progress,layer,head,entropy_mean,entropy_normalized,entropy_no_bos,bos_sink_mass,n_seeds
UD_English-EWT,0,0.0,5,19,0.5482298209703441,0.24321389704550836,2.4351496611787975,0.8237387627118924,3
UD_English-EWT,0,0.0,5,20,0.495875183442007,0.22376289526178741,2.421545477757037,0.8431967218391231,3
UD_English-EWT,0,0.0,5,21,1.4826889117884505,0.548473789962263,2.498562903514977,0.5846032574976403,3
UD_English-EWT,0,0.0,5,22,0.5198963133699662,0.2314309414547405,2.5813335511690934,0.8367833053398002,3
UD_English-EWT,0,0.0,5,23,0.5264832966660704,0.23386530659818014,2.5199702091392924,0.8306613734266796,3
UD_English-EWT,0,0.0,5,24,0.680566320664,0.2911385791528909,2.0568391802858135,0.7783355130483218,3
UD_English-EWT,0,0.0,5,25,0.5781935613520973,0.25243093797051513,2.4096463485493684,0.8188853494700838,3
UD_English-EWT,0,0.0,5,26,0.685514909932848,0.2896369792892511,1.8449806595434908,0.7889694839186682,3
UD_English-EWT,0,0.0,5,27,0.5869953523954896,0.2569336010400165,2.6115793896828845,0.8038046599615142,3
UD_English-EWT,0,0.0,5,28,1.2030259152579177,0.4606078573670544,2.199257480642183,0.6548636945503983,3
UD_English-EWT,0,0.0,5,29,0.6596051065017128,0.2836835549564147,2.2117073835570955,0.7843503759044116,3
UD_English-EWT,0,0.0,5,30,0.7386350773804174,0.3093579105086258,2.5808957225638007,0.7711336140627744,3
UD_English-EWT,0,0.0,5,31,0.4219622905048048,0.19434778882786022,2.57259374091534,0.8685912509840694,3
UD_English-EWT,0,0.0,6,0,0.8591637816992613,0.35305441457961423,2.397800344261315,0.7239870208778668,3
UD_English-EWT,0,0.0,6,1,0.5056917984649295,0.225875953423582,2.583232453123468,0.8421706752291794,3
UD_English-EWT,0,0.0,6,2,0.6099563961329518,0.2657286524772644,2.600767632651199,0.7959406261072784,3
UD_English-EWT,0,0.0,6,3,0.7304607842097192,0.3091793813198153,2.094538404479053,0.7626438251202875,3
UD_English-EWT,0,0.0,6,4,0.758753240922761,0.30776644524573626,2.264418289961059,0.7833968208380084,3
UD_English-EWT,0,0.0,6,5,0.861209068304854,0.35294298518734063,1.7440477946742636,0.7285101596937805,3
UD_English-EWT,0,0.0,6,6,0.5262756004491872,0.23683100991979078,2.382286972035476,0.8116251686435255,3
UD_English-EWT,0,0.0,6,7,0.6182280614707476,0.2686194694687516,2.6037185776754805,0.7891780877984612,3
UD_English-EWT,0,0.0,6,8,0.4033615932764251,0.1869230113186889,2.539246744959732,0.8738720621811887,3
UD_English-EWT,0,0.0,6,9,0.7407887836134499,0.3072624577952376,2.376995037325093,0.7709463484015296,3
UD_English-EWT,0,0.0,6,10,0.8170109660125494,0.33601032398498615,2.0164680699181687,0.7482892991008003,3
UD_English-EWT,0,0.0,6,11,0.7801424413105179,0.3187788923072522,2.3286697345027507,0.7638726511898913,3
UD_English-EWT,0,0.0,6,12,0.6269330493902248,0.2678850622175903,2.4876811113513884,0.7983628268776043,3
UD_English-EWT,0,0.0,6,13,0.4877859101798691,0.21939158234160006,2.584009745651907,0.847248869108372,3
UD_English-EWT,0,0.0,6,14,1.6874266279851156,0.6143472534629817,2.3441747470957335,0.5071792521926223,3
UD_English-EWT,0,0.0,6,15,0.6023085716134701,0.26297517205446025,2.551587017507501,0.8000608113049811,3
UD_English-EWT,0,0.0,6,16,0.5057470290590831,0.22516391788166565,2.557529754488846,0.8234325416101133,3
UD_English-EWT,0,0.0,6,17,0.5808910195374749,0.2543304862016863,2.2219359176080733,0.7999078490735729,3
UD_English-EWT,0,0.0,6,18,0.49476245530153234,0.22337818967020698,2.5675982937135333,0.8418602384830433,3
UD_English-EWT,0,0.0,6,19,1.183028090439859,0.4581993207986889,1.9710484630748875,0.638479550557384,3
UD_English-EWT,0,0.0,6,20,0.591273026948011,0.2548439466837244,2.5030315262698086,0.8260821006744287,3
UD_English-EWT,0,0.0,6,21,0.7941956241599849,0.32448899226843336,2.6658702108377965,0.7683676053754619,3
UD_English-EWT,0,0.0,6,22,0.6819089945873927,0.28941235591051845,2.354090230223911,0.7863218275819971,3
UD_English-EWT,0,0.0,6,23,0.7960438817495206,0.32978176952039445,2.2642184036677,0.7497056161201066,3
UD_English-EWT,0,0.0,6,24,1.0112600790672615,0.3973061700906258,2.064502298994794,0.7045814872520869,3
UD_English-EWT,0,0.0,6,25,1.1272065067063264,0.41898384773747516,2.2221557708060153,0.6891860768524675,3
UD_English-EWT,0,0.0,6,26,0.6663379687815905,0.2843779485947529,2.1242967707211853,0.7946660150595702,3
UD_English-EWT,0,0.0,6,27,1.688180049097603,0.612266021551656,2.3053056232916203,0.5176638080611256,3
UD_English-EWT,0,0.0,6,28,0.6580178831790477,0.2825567626567364,2.4192665719269404,0.790213974833977,3
UD_English-EWT,0,0.0,6,29,1.02742986210057,0.39380884274351785,2.120931632206088,0.7111713462636443,3
UD_English-EWT,0,0.0,6,30,0.6389910885707928,0.2742244935100847,2.589336689541249,0.7951352450731998,3
UD_English-EWT,0,0.0,6,31,0.513099625793189,0.23053482626666585,2.5571500132969818,0.834831155673728,3
UD_English-EWT,0,0.0,7,0,1.1654586198388552,0.43948701486154335,2.5084007708101326,0.6829517105482316,3
UD_English-EWT,0,0.0,7,1,1.9190280986288206,0.6806278957125268,2.43576395967619,0.46356481698448543,3
UD_English-EWT,0,0.0,7,2,0.7693264200224904,0.31595520848214953,2.6367736787743907,0.7770108655502236,3
UD_English-EWT,0,0.0,7,3,0.6672278377812743,0.28436593034513336,2.635913795623623,0.7911594554252638,3
UD_English-EWT,0,0.0,7,4,0.6139387282151016,0.2634437379473057,2.318425982376265,0.7910644878210918,3
UD_English-EWT,0,0.0,7,5,0.8184788277973243,0.33669189761693036,2.623008361605347,0.7439369143195491,3
UD_English-EWT,0,0.0,7,6,1.709302764447009,0.6079779873943069,2.7495207519479137,0.5600477982454938,3
UD_English-EWT,0,0.0,7,7,1.9764308784503104,0.6960529334069602,2.614384213594791,0.4628994883613183,3
UD_English-EWT,0,0.0,7,8,1.0471212226347846,0.4070983271781213,2.4219060383859228,0.702665108780229,3
