treebank,relation,layer,head,visibility,accuracy,n_instances,fixed_offset_accuracy,nearest_accuracy,uniform_accuracy,previous_accuracy,next_accuracy,oracle_pos_accuracy,wrong_same_pos_accuracy,mean_gold_mass,mean_matched_mass,p_gold_mass_greater,ci_low,ci_high,raw_p_value,holm_adjusted_p_value
UD_English-EWT,object_adj_to_noun,0,3,both_masked,0.7625,480,0.7625,0.0125,0.058333333333333334,0.0125,0.7625,0.85625,0.0,0.637425626273649,0.08329252128016451,0.8518518518518519,0.6975308641975309,0.8250201612903224,0.000999000999000999,0.004995004995004995
UD_English-EWT,object_det_to_noun,0,3,both_masked,0.5658362989323843,843,0.5658362989323843,0.0,0.06880189798339265,0.0,0.5658362989323843,0.7900355871886121,0.0,0.48901043991066934,0.07460884695127404,0.8081632653061225,0.5108676102596185,0.624561403508772,0.000999000999000999,0.004995004995004995
UD_English-EWT,object_to_verb,2,8,both_masked,0.36083916083916084,2145,0.34685314685314683,0.34685314685314683,0.07505827505827506,0.34685314685314683,0.0,0.916083916083916,0.0,0.29800322495984977,0.01775519622215073,0.9370503597122302,0.32748256473370496,0.3968259653431573,0.000999000999000999,
UD_English-EWT,subject_adj_to_noun,0,3,both_masked,0.71875,288,0.71875,0.09375,0.0625,0.010416666666666666,0.71875,0.8541666666666666,0.0,0.5662152743221244,0.06253711736424948,0.8313253012048193,0.6262602662135373,0.8111111111111111,0.000999000999000999,0.004995004995004995
UD_English-EWT,subject_det_to_noun,0,3,both_masked,0.6525821596244131,639,0.6525821596244131,0.24882629107981222,0.057902973395931145,0.0,0.6525821596244131,0.8262910798122066,0.0,0.5582828714156767,0.09119517685070029,0.7833333333333333,0.5917382736787699,0.7129197678539784,0.000999000999000999,0.004995004995004995
UD_English-EWT,subject_to_verb,2,2,both_masked,0.41966173361522197,2838,0.41966173361522197,0.12896405919661733,0.07329105003523609,0.014799154334038054,0.41966173361522197,0.8942917547568711,0.0,0.26478037312483504,0.004214998467530049,0.9015471167369902,0.3853706575251022,0.4525591532233331,0.000999000999000999,0.004995004995004995
