treebank,timestep,normalized_progress,depth,position_state,top1,top5,mrr,mean_rank,n_positions,n_seeds
UD_English-EWT,32,0.5,0,visible,1.0,1.0,1.0,1.0,19625,3
UD_English-EWT,32,0.5,1,masked,3.694262809856293e-05,0.0006074727081776867,0.0009286347152193206,10952.976904589077,23470,3
UD_English-EWT,32,0.5,1,visible,0.23611202662277056,0.3333684555892862,0.28469197966674437,4340.775213148992,19625,3
UD_English-EWT,32,0.5,2,masked,0.0006413112551283917,0.004885418416834859,0.007251043588085753,6041.996673347741,23470,3
UD_English-EWT,32,0.5,2,visible,0.1564369840825994,0.2522906010858117,0.20406118881677826,7656.940075272648,19625,3
UD_English-EWT,32,0.5,3,masked,0.003122488523139869,0.018170327282858778,0.015325782117067028,5490.944131538951,23470,3
UD_English-EWT,32,0.5,3,visible,0.11185164633155893,0.208248484979808,0.1601685659136409,8484.450428549622,19625,3
UD_English-EWT,32,0.5,4,masked,0.00641603537765037,0.025300007131260738,0.021092038465483503,5388.809823094941,23470,3
UD_English-EWT,32,0.5,4,visible,0.06943039917204091,0.15262076109776257,0.11154435282882101,9347.078007513766,19625,3
UD_English-EWT,32,0.5,5,masked,0.010003992666201696,0.042960228968370734,0.03194965988131951,4963.985730940686,23470,3
UD_English-EWT,32,0.5,5,visible,0.04329804559777286,0.10568172112699503,0.07705389603419921,9041.544363423223,19625,3
UD_English-EWT,32,0.5,6,masked,0.014671073725689883,0.06716672972407045,0.04515092091797759,4593.024574299603,23470,3
UD_English-EWT,32,0.5,6,visible,0.03153701570519415,0.07925247028624725,0.060992389524920844,8756.607013250412,19625,3
UD_English-EWT,32,0.5,7,masked,0.017394057424805816,0.08600466093623553,0.055445223986957205,4331.695914458305,23470,3
UD_English-EWT,32,0.5,7,visible,0.018332827915026276,0.052382222829179155,0.04243855192640661,7796.098091463777,19625,3
UD_English-EWT,32,0.5,8,masked,0.02315927511662882,0.1065463761779789,0.06837098643303634,3870.7148906247317,23470,3
UD_English-EWT,32,0.5,8,visible,0.015348227477753182,0.05071902526703731,0.040555247425376514,7429.452555417112,19625,3
UD_English-EWT,32,0.5,9,masked,0.045617204206570595,0.14144394961435458,0.09615263583053857,3399.379764426456,23470,3
UD_English-EWT,32,0.5,9,visible,0.011227917963798418,0.041096073828695893,0.03299679002436451,7239.182524837437,19625,3
UD_English-EWT,32,0.5,10,masked,0.053588604389007914,0.15403311791137952,0.10701050184959032,2766.4969704076807,23470,3
UD_English-EWT,32,0.5,10,visible,0.01857778727475605,0.06556414469451001,0.049922537064248845,6486.086687219511,19625,3
UD_English-EWT,32,0.5,11,masked,0.05005060875775424,0.14836540272897739,0.10338745484880317,2392.089040596075,23470,3
UD_English-EWT,32,0.5,11,visible,0.054867024081534675,0.13959026837203378,0.10282680907320339,6303.985464960496,19625,3
UD_English-EWT,32,0.5,12,masked,0.058674177268969986,0.16689897548373497,0.11656619006892958,2177.2558457544606,23470,3
UD_English-EWT,32,0.5,12,visible,0.03507620191152464,0.14584443675056766,0.09815224602823015,5486.836804974937,19625,3
UD_English-EWT,47,0.75,0,masked,0.0,0.011486125191388405,0.005892157350908752,21785.611658219263,13455,3
UD_English-EWT,47,0.75,0,visible,1.0,1.0,1.0,1.0,29640,3
UD_English-EWT,47,0.75,1,masked,0.0,0.00016897989417152958,0.0006397650390183352,12086.522890511626,13455,3
UD_English-EWT,47,0.75,1,visible,0.24090852071826918,0.34937158792474055,0.2929319731871506,4307.391190235138,29640,3
UD_English-EWT,47,0.75,2,masked,0.0009676736886185261,0.004349669702674596,0.006631005130194406,6130.762263208555,13455,3
UD_English-EWT,47,0.75,2,visible,0.15685674926771653,0.26111666769353054,0.20812406869465758,5441.2591600583955,29640,3
UD_English-EWT,47,0.75,3,masked,0.0016739561302442196,0.012915331161681745,0.011481908324451411,5688.01641434141,13455,3
UD_English-EWT,47,0.75,3,visible,0.10448560743961603,0.20579502147606696,0.15535553937190974,6347.025213290366,29640,3
UD_English-EWT,47,0.75,4,masked,0.004573946715389043,0.016591205625156525,0.01563673442377365,5594.041524139805,13455,3
UD_English-EWT,47,0.75,4,visible,0.06446617866721305,0.1442262842716344,0.10613881440410222,7447.822510008449,29640,3
UD_English-EWT,47,0.75,5,masked,0.00757422190122558,0.029530407219742028,0.024266751722941005,5106.060919544878,13455,3
UD_English-EWT,47,0.75,5,visible,0.03893759254648829,0.10097558083949065,0.07305397403494056,7190.045695384699,29640,3
UD_English-EWT,47,0.75,6,masked,0.013136469826031859,0.05808740339240476,0.0398741911862082,4560.900025295873,13455,3
UD_English-EWT,47,0.75,6,visible,0.03036743041557439,0.08023438991894132,0.06128477556143711,6736.741561985956,29640,3
UD_English-EWT,47,0.75,7,masked,0.018439030922640633,0.08127894189518454,0.05456808883864761,4205.583502861473,13455,3
UD_English-EWT,47,0.75,7,visible,0.018812174886940747,0.05763858561728935,0.04489739668826776,6018.301606736939,29640,3
UD_English-EWT,47,0.75,8,masked,0.027686888655062556,0.11597180449881522,0.07554057637556305,3543.4477380904045,13455,3
UD_English-EWT,47,0.75,8,visible,0.016232428585035583,0.05626996168878923,0.043898682645483446,5747.685776559088,29640,3
UD_English-EWT,47,0.75,9,masked,0.06780615039376246,0.18931346782925504,0.1292706412696265,2826.0925392516124,13455,3
UD_English-EWT,47,0.75,9,visible,0.013693288723694843,0.05101656738882224,0.03981342010831566,5449.253556339873,29640,3
UD_English-EWT,47,0.75,10,masked,0.09747762258318349,0.229054502341133,0.16339624752348889,1999.3814660078194,13455,3
UD_English-EWT,47,0.75,10,visible,0.02126104574333863,0.08145558509599533,0.05966488240254331,4502.9081336517265,29640,3
UD_English-EWT,47,0.75,11,masked,0.10101860090605436,0.2366776866063408,0.1697778110214674,1552.4656527073282,13455,3
UD_English-EWT,47,0.75,11,visible,0.06810852007290805,0.1774455011568239,0.12680747774525222,4262.231345007837,29640,3
UD_English-EWT,47,0.75,12,masked,0.12479842079010328,0.26788625212539097,0.1971214277820995,1351.8028916632604,13455,3
UD_English-EWT,47,0.75,12,visible,0.03315877108839349,0.1677598235465271,0.10747117436634195,3655.2187224504873,29640,3
UD_English-EWT,63,1.0,0,visible,1.0,1.0,1.0,1.0,43095,3
UD_English-EWT,63,1.0,1,visible,0.2357117995127045,0.35036547163244,0.28885835771073354,4393.9177862861125,43095,3
UD_English-EWT,63,1.0,2,visible,0.14625826662025757,0.2514444831186913,0.19803416051506717,4529.212739296902,43095,3
UD_English-EWT,63,1.0,3,visible,0.09571876087713192,0.198746954403063,0.1475737025420008,4957.577584406544,43095,3
UD_English-EWT,63,1.0,4,visible,0.059380438565958926,0.13887922032718414,0.1009170108225425,6301.685624782457,43095,3
UD_English-EWT,63,1.0,5,visible,0.03905325443786982,0.10281935259310825,0.0740932582266716,6195.694883397145,43095,3
UD_English-EWT,63,1.0,6,visible,0.03250957187608771,0.08694744169857292,0.0651649371977297,5679.516672467803,43095,3
UD_English-EWT,63,1.0,7,visible,0.020536025060911938,0.06585450748346676,0.04903870261825802,5414.510546467108,43095,3
UD_English-EWT,63,1.0,8,visible,0.01775147928994083,0.06439262095370693,0.04666505711908856,5832.8863209189,43095,3
UD_English-EWT,63,1.0,9,visible,0.01712495649147233,0.06376609815523843,0.04594320168948759,5568.184406543683,43095,3
UD_English-EWT,63,1.0,10,visible,0.027636616776888268,0.09968673860076575,0.07104311373195236,3799.807796728159,43095,3
UD_English-EWT,63,1.0,11,visible,0.08562478245736165,0.21044204664114166,0.1515736183269356,3153.460633484163,43095,3
UD_English-EWT,63,1.0,12,visible,0.027567003132613992,0.19310824921684647,0.11846466896301233,2555.337556561086,43095,3
