treebank,relation,layer,head,visibility,accuracy,n_instances,fixed_offset_accuracy,nearest_accuracy,uniform_accuracy,previous_accuracy,next_accuracy,oracle_pos_accuracy,wrong_same_pos_accuracy,mean_gold_mass,mean_matched_mass,p_gold_mass_greater,ci_low,ci_high
UD_Japanese-GSD,object_adj_to_noun,17,15,both_masked,0.25,12,0.0,0.25,0.0,0.0,0.75,0.75,0.0,0.0018778324592858553,0.015589398157317191,0.25,0.0,0.75
UD_Japanese-GSD,object_det_to_noun,17,15,both_masked,0.0,27,0.0,0.2222222222222222,0.037037037037037035,0.0,0.8888888888888888,0.8888888888888888,0.0,0.0009268456099865338,0.026974046680455405,0.3333333333333333,0.0,0.0
UD_Japanese-GSD,object_to_verb,17,15,both_masked,0.009966777408637873,903,0.0,0.0,0.047619047619047616,0.0,0.0,0.8205980066445183,0.0,0.0013925955834662375,0.01051880027771916,0.5176056338028169,0.0,0.021438028482420955
UD_Japanese-GSD,subject_adj_to_noun,17,15,both_masked,0.09090909090909091,33,0.0,0.18181818181818182,0.09090909090909091,0.0,0.9090909090909091,0.9090909090909091,0.0,0.0011952031901190903,0.008813682402251288,0.4,0.0,0.3
UD_Japanese-GSD,subject_det_to_noun,17,15,both_masked,0.0,51,0.0,0.5294117647058824,0.058823529411764705,0.0,0.8235294117647058,0.8235294117647058,0.0,0.0010658502818413956,0.0023405006286338903,0.25,0.0,0.0
UD_Japanese-GSD,subject_to_verb,17,15,both_masked,0.0051813471502590676,1158,0.0,0.0,0.03367875647668394,0.0,0.0,0.5932642487046632,0.0,0.0013909207440510397,0.011132705161648809,0.4757834757834758,0.0,0.013054830287206266
